session_id,user_id,persona,email,geo_location,client_type,start_time,end_time,duration_seconds,num_requests,num_2xx,num_4xx,num_5xx,num_400,num_401,num_403,num_404,error_ratio,admin_requests,auth_requests,wallet_requests,failed_logins,unique_endpoints,unique_methods,avg_response_time_ms,max_response_time_ms,avg_think_time_ms,requests_per_second,suspicious_flags,actions_list
05effd91-c0bd-4534-832d-4c2bd0217c85,u_1186,transactor,steinmary@example.org,Mecca,web,2026-03-08 23:31:23.385927+00:00,2026-03-08 23:31:35.067659+00:00,11.68,7,7,0,0,0,0,0,0,0.0,0,4,3,0,6,2,30.57,78,2287.86,0.5993,0,"sign_in, wallet_view, auth_me, pay_bill, auth_me, withdraw, sign_out"
06fe528c-55fd-4552-9929-8ec6bd9407c8,u_1217,casual,brandon96@example.org,Jeddah,ios,2026-03-08 23:28:52.430034+00:00,2026-03-08 23:29:11.869187+00:00,19.44,5,5,0,0,0,0,0,0,0.0,0,2,2,0,5,2,20.6,34,5733.4,0.2572,0,"sign_in, bank_accounts, topup, pay_bill, sign_out"
09b51bae-c5fe-4a04-8a08-c365f710ec3b,u_1184,transactor,wendywood@example.com,Buraidah,web,2026-03-08 23:28:46.552430+00:00,2026-03-08 23:29:14.285025+00:00,27.73,12,10,0,2,0,0,0,0,0.1667,0,3,6,0,9,2,21.08,74,2202.67,0.4327,0,"sign_in, topup, topup_double_submit, view_profile, auth_me, topup, wallet_view, withdraw, bank_accounts, health, wallet_view, sign_out"
09f5a1fd-48fe-4f75-81a7-c9d384266ed4,u_1170,casual,lford@example.com,Dammam,android,2026-03-08 23:31:11.632061+00:00,2026-03-08 23:31:45.935691+00:00,34.3,8,8,0,0,0,0,0,0,0.0,0,3,4,0,7,3,24.0,38,4670.88,0.2332,0,"sign_in, transfer, wallet_view, wallet_view, update_profile, topup, auth_me, sign_out"
0a20a5dc-8f56-4b97-8c83-6f86b73f47c2,u_1228,casual,echen@example.net,Riyadh,android,2026-03-08 23:31:35.844439+00:00,2026-03-08 23:32:01.465845+00:00,25.62,5,5,0,0,0,0,0,0,0.0,0,3,1,0,5,2,14.8,28,6690.6,0.1952,0,"sign_in, view_profile, auth_me, wallet_view, sign_out"
0e782d0e-7635-459c-95af-f5a0bf01a5f6,admin_1,admin,admin@rasd.local,Tabuk,web,2026-03-08 23:29:32.234524+00:00,2026-03-08 23:29:39.068834+00:00,6.83,7,7,0,0,0,0,0,0,0.0,7,2,1,0,6,2,31.86,48,1103.43,1.0249,0,"admin_sign_in, admin_wallets, admin_transactions, admin_users, admin_users, admin_financial, admin_sign_out"
0f0b39da-fe4b-4fbe-a1b3-5e698383a58c,u_1215,casual,stevenskyle@example.org,Buraidah,android,2026-03-08 23:31:29.162445+00:00,2026-03-08 23:32:09.332334+00:00,40.17,8,8,0,0,0,0,0,0,0.0,0,2,1,0,4,3,25.62,77,5741.5,0.1992,0,"sign_in, view_profile, topup, update_profile, update_profile, view_profile, view_profile, sign_out"
111de541-d724-484d-a607-fb08ddd33dfa,u_1198,casual,ithomas@example.com,Jeddah,web,2026-03-08 23:29:10.921620+00:00,2026-03-08 23:29:40.273121+00:00,29.35,7,6,1,0,1,0,0,0,0.1429,0,3,1,0,7,3,19.29,44,5382.14,0.2385,0,"sign_in, hello, update_profile, auth_me, health, withdraw, sign_out"
112873e5-c36e-4edf-9882-b16ea825d533,u_1220,casual,thumphrey@example.org,Mecca,ios,2026-03-08 23:34:27.533779+00:00,2026-03-08 23:34:38.679215+00:00,11.15,4,4,0,0,0,0,0,0,0.0,0,2,0,0,4,3,37.75,54,4424.5,0.3587,0,"sign_in, update_profile, health, sign_out"
11346403-8d6e-44cd-bfbb-14bc23db60e7,u_1166,casual,daniel50@example.org,Abha,android,2026-03-08 23:29:26.028233+00:00,2026-03-08 23:30:18.239376+00:00,52.21,8,8,0,0,0,0,0,0,0.0,0,3,4,0,7,2,21.75,49,7506.38,0.1532,0,"sign_in, auth_me, wallet_view, transfer, view_profile, wallet_view, topup, sign_out"
1156b337-046c-4469-beed-a9f2fc4ccbf2,u_1001,casual,taif.alsaadi@gmail.com,Mecca,ios,2026-03-08 23:31:12.343763+00:00,2026-03-08 23:31:14.094029+00:00,1.75,17,15,1,1,1,0,0,0,0.1176,0,2,15,0,7,1,29.71,58,0.0,9.7143,0,"sign_in_fraud, topup_fraud, pay_bill_fraud, withdraw_fraud, withdraw_fraud, withdraw_fraud, pay_bill_fraud, transfer_fraud, topup_fraud, withdraw_fraud, topup_fraud, topup_fraud, transfer_fraud, transfer_fraud, withdraw_fraud, pay_bill_fraud, sign_out_fraud"
117e5981-3239-4a9d-8d38-c9706ecb11a4,u_1182,casual,jesse25@example.org,Medina,web,2026-03-08 23:32:19.506859+00:00,2026-03-08 23:32:32.404112+00:00,12.9,4,4,0,0,0,0,0,0,0.0,0,4,0,0,3,2,15.75,26,4914.5,0.3101,0,"sign_in, auth_me, auth_me, sign_out"
11f2935d-e663-4e8b-a841-302ec8fba76e,u_1196,transactor,angela90@example.net,Tabuk,web,2026-03-08 23:31:53.236409+00:00,2026-03-08 23:32:20.048046+00:00,26.81,11,11,0,0,0,0,0,0,0.0,0,2,8,0,8,3,29.64,79,2643.82,0.4103,0,"sign_in, wallet_view, withdraw, topup, transfer, transfer, transfer, wallet_view, wallet_view, update_profile, sign_out"
124aa1e7-fd49-4972-b876-2abf499188c5,unknown,power_user,sarah65@example.com,Taif,android,2026-03-08 23:30:48.304281+00:00,2026-03-08 23:30:51.825083+00:00,3.52,16,6,10,0,0,10,0,0,0.625,4,12,1,6,7,2,19.56,44,0.0,4.5455,0,"failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, sign_in_suspicious, admin_probe, admin_probe, admin_probe, admin_probe, auth_me_suspicious, auth_me_suspicious, auth_me_suspicious, auth_me_suspicious, sign_out_suspicious"
12ad0609-d500-4e3a-86cc-1ce7d26a9078,u_1197,transactor,courtney55@example.org,Medina,ios,2026-03-08 23:32:31.753678+00:00,2026-03-08 23:32:48.487352+00:00,16.73,9,9,0,0,0,0,0,0,0.0,0,2,5,0,7,2,29.56,43,1942.56,0.538,0,"sign_in, bank_accounts, topup, payments, transfer, transfer, wallet_view, transfer, sign_out"
148e0b30-83ea-4fff-837a-250a3e06bb03,u_1224,casual,justinharrison@example.org,Jeddah,ios,2026-03-08 23:30:31.932551+00:00,2026-03-08 23:30:51.341059+00:00,19.41,4,3,1,0,1,0,0,0,0.25,0,2,1,0,4,2,29.5,46,7145.0,0.2061,0,"sign_in, pay_bill, update_profile, sign_out"
16677904-539e-4bdb-ba8a-d43603a8811d,u_1204,transactor,jhernandez@example.com,Taif,ios,2026-03-08 23:34:04.248308+00:00,2026-03-08 23:34:14.568108+00:00,10.32,6,4,1,1,1,0,0,0,0.3333,0,2,4,0,5,1,61.67,138,1859.0,0.5814,0,"sign_in, transfer, transfer, pay_bill, transfer, sign_out"
16ddc95f-3eef-4d17-beaa-990c74df74d5,unknown,transactor,taif.alsaadi@gmail.com,Mecca,web,2026-03-08 23:28:37.011820+00:00,2026-03-08 23:28:40.105288+00:00,3.09,15,7,8,0,0,8,0,0,0.5333,4,11,1,4,7,2,20.13,73,0.0,4.8544,0,"failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, sign_in_suspicious, admin_probe, admin_probe, admin_probe, admin_probe, auth_me_suspicious, auth_me_suspicious, auth_me_suspicious, auth_me_suspicious, auth_me_suspicious, sign_out_suspicious"
1870193d-f2d0-45d7-bf22-838ad380d733,u_1196,power_user,angela90@example.net,Tabuk,web,2026-03-08 23:30:51.749739+00:00,2026-03-08 23:31:10.196659+00:00,18.45,15,12,3,0,3,0,0,0,0.2,0,3,7,0,11,2,19.0,62,1294.27,0.813,0,"sign_in, topup, transfer, hello, payments, payments, wallet_view, bank_accounts, wallet_view, bank_accounts, auth_me, pay_bill, transfer, topup, sign_out"
18725fa8-57a8-4255-8b91-94056716ae08,u_1183,casual,laurendavis@example.net,Tabuk,android,2026-03-08 23:34:33.771976+00:00,2026-03-08 23:34:50.397485+00:00,16.63,4,1,2,1,2,0,0,0,0.75,0,2,2,0,3,1,44.25,77,5556.75,0.2405,0,"sign_in, withdraw, withdraw, sign_out"
18d68996-de83-4b10-b654-d6a7a07beaf7,u_1214,casual,cindy08@example.com,Abha,android,2026-03-08 23:30:51.178497+00:00,2026-03-08 23:31:05.552580+00:00,14.37,4,4,0,0,0,0,0,0,0.0,0,2,0,0,4,2,18.5,36,5540.0,0.2784,0,"sign_in, health, view_profile, sign_out"
191472b7-b0d0-4b97-aa7e-428f98ca5a47,u_1219,casual,kirkcurtis@example.com,Mecca,ios,2026-03-08 23:30:42.406417+00:00,2026-03-08 23:31:23.257285+00:00,40.85,7,6,1,0,1,0,0,0,0.1429,0,2,3,0,7,2,32.29,74,7292.86,0.1714,0,"sign_in, withdraw_overdraft, health, view_profile, topup, wallet_view, sign_out"
1af5780f-e96f-4293-bea7-46b50454b65f,u_1203,casual,nunezlindsay@example.net,Tabuk,android,2026-03-08 23:32:52.081724+00:00,2026-03-08 23:33:37.468933+00:00,45.39,8,6,2,0,2,0,0,0,0.25,0,3,3,0,7,2,27.62,60,6803.62,0.1763,0,"sign_in, pay_bill, bank_accounts, auth_me, pay_bill, wallet_view, view_profile, sign_out"
1c352d8e-5563-4bda-b41d-cbb7d045df52,u_1190,casual,sarah65@example.com,Taif,android,2026-03-08 23:33:09.763315+00:00,2026-03-08 23:33:11.743705+00:00,1.98,16,15,0,1,0,0,0,0,0.0625,0,2,14,0,8,1,43.0,79,0.0,8.0808,0,"sign_in_fraud, topup_fraud, pay_bill_fraud, withdraw_fraud, transfer_fraud, topup_fraud, topup_fraud, pay_bill_fraud, withdraw_fraud, transfer_fraud, topup_fraud, topup_fraud, transfer_fraud, topup_fraud, topup_fraud, sign_out_fraud"
1e1439d2-7092-48f9-a6de-77b25c97c7cf,u_1170,casual,lford@example.com,Dammam,android,2026-03-08 23:32:44.769770+00:00,2026-03-08 23:32:55.318377+00:00,10.55,4,4,0,0,0,0,0,0,0.0,0,4,0,0,3,2,22.25,40,3822.5,0.3791,0,"sign_in, auth_me, auth_me, sign_out"
1f1f5ec7-200a-4b59-9fb0-8c55129efe8e,u_1217,casual,brandon96@example.org,Jeddah,ios,2026-03-08 23:33:23.660454+00:00,2026-03-08 23:33:44.945270+00:00,21.28,5,4,1,0,1,0,0,0,0.2,0,3,1,0,5,2,16.4,25,6609.4,0.235,0,"sign_in, view_profile, pay_bill, auth_me, sign_out"
1ff1b39f-a9e0-4e89-9989-410989a022c4,u_1231,transactor,omiller@example.com,Riyadh,android,2026-03-08 23:35:22.384664+00:00,2026-03-08 23:35:33.409852+00:00,11.03,7,6,1,0,1,0,0,0,0.1429,0,2,3,0,7,2,30.0,44,1754.57,0.6346,0,"sign_in, transfer, transfer, payments, view_profile, pay_bill, sign_out"
203901c1-963d-4201-8930-ea2f1aa4795f,unknown,power_user,tiffany66@example.org,Taif,ios,2026-03-08 23:32:38.403390+00:00,2026-03-08 23:33:02.520382+00:00,24.12,17,12,5,0,4,0,0,0,0.2941,0,4,10,1,11,2,23.59,46,1505.47,0.7048,0,"failed_login_bad_email, sign_in, pay_bill, bank_accounts, transfer, pay_bill, wallet_view, transfer, topup, wallet_view, payments, pay_bill, view_profile, transfer, auth_me, wallet_view, sign_out"
219201ed-b1c4-4f14-b4fa-becf76520d59,u_1179,transactor,gordondaniel@example.net,Tabuk,android,2026-03-08 23:31:18.982779+00:00,2026-03-08 23:31:41.274632+00:00,22.29,10,3,6,1,6,0,0,0,0.7,0,2,7,0,8,2,33.7,53,2620.1,0.4486,0,"sign_in, update_profile, transfer, transfer, transfer, transfer, pay_bill, transfer, withdraw, sign_out"
22c9f122-dcaf-4854-91c6-4820cf77638d,u_1198,casual,ithomas@example.com,Jeddah,web,2026-03-08 23:35:07.495428+00:00,2026-03-08 23:35:28.513430+00:00,21.02,4,4,0,0,0,0,0,0,0.0,0,3,0,0,4,2,24.75,48,6271.75,0.1903,0,"sign_in, view_profile, auth_me, sign_out"
236dca9b-1b09-42c5-820e-694d4e47c253,admin_1,admin,admin@rasd.local,Abha,web,2026-03-08 23:33:49.181271+00:00,2026-03-08 23:34:19.870006+00:00,30.69,22,20,0,2,0,0,0,0,0.0909,22,2,8,0,6,2,42.68,85,1382.68,0.7168,0,"admin_sign_in, admin_wallets, admin_transactions, admin_transactions, admin_transactions, admin_wallets, admin_transactions, admin_wallets, admin_wallets, admin_users, admin_users, admin_transactions, admin_wallets, admin_transactions, admin_wallets, admin_wallets, admin_financial, admin_users, admin_financial, admin_wallets, admin_transactions, admin_sign_out"
249cfdf0-a20b-4589-9626-44637f30ac2f,u_1159,transactor,tammyarmstrong@example.com,Buraidah,web,2026-03-08 23:33:55.619806+00:00,2026-03-08 23:34:10.443450+00:00,14.82,7,6,0,1,0,0,0,0,0.1429,0,3,4,0,6,2,41.71,90,2707.86,0.4723,0,"sign_in, auth_me, withdraw, pay_bill, pay_bill, transfer, sign_out"
299db6b9-84c4-4ed4-a279-fff3cef703d0,u_1172,casual,stanleyjacqueline@example.com,Medina,web,2026-03-08 23:30:25.992272+00:00,2026-03-08 23:30:41.340612+00:00,15.35,4,3,1,0,1,0,0,0,0.25,0,3,1,0,4,2,19.0,35,4764.25,0.2606,0,"sign_in, transfer, auth_me, sign_out"
2a9cf210-24e1-4d4b-aa18-042abfd5849e,u_1207,casual,kellychristopher@example.org,Tabuk,web,2026-03-08 23:29:57.835288+00:00,2026-03-08 23:30:14.668337+00:00,16.83,4,4,0,0,0,0,0,0,0.0,0,2,1,0,4,3,26.25,46,6707.25,0.2377,0,"sign_in, wallet_view, update_profile, sign_out"
2ab9016a-6d03-4165-b8c9-152727ca1543,u_1172,casual,stanleyjacqueline@example.com,Medina,web,2026-03-08 23:34:21.078666+00:00,2026-03-08 23:34:39.334057+00:00,18.26,4,4,0,0,0,0,0,0,0.0,0,3,1,0,4,2,17.25,29,5534.5,0.2191,0,"sign_in, auth_me, wallet_view, sign_out"
2b69b4b4-db12-4848-9f20-20b5c1687e08,u_1191,casual,michael01@example.com,Buraidah,ios,2026-03-08 23:31:16.776669+00:00,2026-03-08 23:31:25.671602+00:00,8.89,4,4,0,0,0,0,0,0,0.0,0,2,1,0,4,2,16.25,31,4666.25,0.4499,0,"sign_in, bank_accounts, wallet_view, sign_out"
2bf161e8-29df-4d4e-856a-e6b38a749f81,u_1170,casual,lford@example.com,Dammam,android,2026-03-08 23:28:45.155549+00:00,2026-03-08 23:29:12.507227+00:00,27.35,5,5,0,0,0,0,0,0,0.0,0,2,1,0,5,2,13.0,18,6739.8,0.1828,0,"sign_in, view_profile, payments, topup, sign_out"
2c4d49fb-4338-43dc-93a0-769053174c6c,u_1194,casual,jessica60@example.net,Taif,web,2026-03-08 23:32:52.210862+00:00,2026-03-08 23:33:31.225633+00:00,39.01,8,8,0,0,0,0,0,0,0.0,0,4,1,0,7,2,16.5,49,5336.88,0.2051,0,"sign_in, auth_me, payments, health, view_profile, wallet_view, auth_me, sign_out"
2c9abe92-8cf3-48cc-ab0b-727cb40d7c2d,u_1001,transactor,taif.alsaadi@gmail.com,Mecca,web,2026-03-08 23:31:22.463147+00:00,2026-03-08 23:31:42.537122+00:00,20.07,9,9,0,0,0,0,0,0,0.0,0,2,6,0,8,2,27.0,43,2412.22,0.4484,0,"sign_in, topup, transfer, health, withdraw, pay_bill, topup, wallet_view, sign_out"
2eff9627-7035-40f3-a8c1-9b1a0183a3af,unknown,casual,echen@example.net,Riyadh,android,2026-03-08 23:28:54.380552+00:00,2026-03-08 23:28:57.805803+00:00,3.43,17,7,10,0,0,10,0,0,0.5882,4,13,1,6,7,2,19.29,52,0.0,4.9563,0,"failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, sign_in_suspicious, admin_probe, admin_probe, admin_probe, admin_probe, auth_me_suspicious, auth_me_suspicious, auth_me_suspicious, auth_me_suspicious, auth_me_suspicious, sign_out_suspicious"
2fd19a73-77e0-4e05-9cec-7742e4c2f25d,admin_1,admin,admin@rasd.local,Jeddah,web,2026-03-08 23:32:25.226184+00:00,2026-03-08 23:32:33.588263+00:00,8.36,7,7,0,0,0,0,0,0,0.0,7,2,1,0,5,2,59.43,142,1419.14,0.8373,0,"admin_sign_in, admin_users, admin_financial, admin_wallets, admin_users, admin_users, admin_sign_out"
3116ce09-c0d4-4886-8fa4-857b0c6d5026,u_1197,casual,courtney55@example.org,Medina,ios,2026-03-08 23:28:46.320178+00:00,2026-03-08 23:29:22.646082+00:00,36.33,6,5,1,0,1,0,0,0,0.1667,0,2,2,0,6,2,17.17,28,6662.67,0.1652,0,"sign_in, health, payments, transfer, wallet_view, sign_out"
314c5387-fae0-45d7-9b8a-32bcbfb59e92,u_1213,casual,ogutierrez@example.net,Medina,web,2026-03-08 23:33:28.544114+00:00,2026-03-08 23:33:55.735407+00:00,27.19,5,5,0,0,0,0,0,0,0.0,0,3,1,0,5,2,23.0,42,7184.6,0.1839,0,"sign_in, auth_me, hello, wallet_view, sign_out"
31a34b84-9d37-479d-a77c-eee458d5ad1d,u_1212,power_user,breanna84@example.com,Buraidah,android,2026-03-08 23:28:46.371536+00:00,2026-03-08 23:29:00.458714+00:00,14.09,11,6,5,0,5,0,0,0,0.4545,0,4,6,0,9,3,22.09,43,1414.64,0.7807,0,"sign_in, transfer, pay_bill, withdraw, auth_me, update_profile, wallet_view, auth_me, withdraw, transfer, sign_out"
31c396f2-b98f-46df-8448-d49ea9bd1e28,u_1206,transactor,elliottrussell@example.org,Riyadh,web,2026-03-08 23:29:58.756578+00:00,2026-03-08 23:30:15.579033+00:00,16.82,8,6,1,1,1,0,0,0,0.25,0,2,5,0,7,2,26.38,45,2390.12,0.4756,0,"sign_in, withdraw, transfer, transfer, transfer, transfer, hello, sign_out"
320c8d21-7a96-4dd2-9da4-a7952324bf2c,u_1220,casual,thumphrey@example.org,Mecca,ios,2026-03-08 23:31:46.783273+00:00,2026-03-08 23:32:06.952501+00:00,20.17,5,5,0,0,0,0,0,0,0.0,0,5,0,0,3,2,18.6,38,6159.2,0.2479,0,"sign_in, auth_me, auth_me, auth_me, sign_out"
3440603d-f6c0-4587-bc39-6680468c0887,u_1225,transactor,brownalex@example.com,Abha,web,2026-03-08 23:31:16.328850+00:00,2026-03-08 23:31:39.246294+00:00,22.92,10,6,4,0,4,0,0,0,0.4,0,3,7,0,8,2,34.2,50,2421.2,0.4363,0,"sign_in, transfer, pay_bill, pay_bill, auth_me, pay_bill, topup, transfer, transfer, sign_out"
3488eb26-14f4-4bf4-9e79-55a7f77b8595,unknown,power_user,mwalton@example.org,Abha,android,2026-03-08 23:29:19.399608+00:00,2026-03-08 23:29:23.961757+00:00,4.56,17,7,10,0,0,10,0,0,0.5882,4,13,1,6,7,2,18.29,57,0.0,3.7281,0,"failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, failed_login_suspicious, sign_in_suspicious, admin_probe, admin_probe, admin_probe, admin_probe, auth_me_suspicious, auth_me_suspicious, auth_me_suspicious, auth_me_suspicious, auth_me_suspicious, sign_out_suspicious"
3493ba6d-c8cc-4eae-bc13-f39de7119f4e,u_1185,casual,petermcfarland@example.net,Abha,ios,2026-03-08 23:35:39.556993+00:00,2026-03-08 23:36:33.203741+00:00,53.65,8,8,0,0,0,0,0,0,0.0,0,4,2,0,7,2,26.88,56,7746.5,0.1491,0,"sign_in, topup, auth_me, auth_me, health, view_profile, transfer, sign_out"
356dbee6-2ed1-4ee3-b24e-888346dca6f8,u_1192,confused,thomasleonard@example.com,Taif,android,2026-03-08 23:32:12.062515+00:00,2026-03-08 23:32:55.281127+00:00,43.22,5,5,0,0,0,0,0,0,0.0,0,3,0,0,5,2,20.4,41,12928.2,0.1157,0,"sign_in, view_profile, auth_me, payments, sign_out"
36a03f54-5acc-449b-ba15-d59b936b9d71,u_1002,transactor,hanan.alharbi@gmail.com,Riyadh,ios,2026-03-08 23:30:36.640189+00:00,2026-03-08 23:30:50.515137+00:00,13.87,6,4,2,0,2,0,0,0,0.3333,0,3,3,0,5,2,24.0,38,2817.5,0.4326,0,"sign_in, pay_bill, pay_bill, auth_me, transfer, sign_out"
36be6dd4-e870-4098-9dbf-b0b9330c4001,u_1191,casual,michael01@example.com,Buraidah,ios,2026-03-08 23:32:01.996853+00:00,2026-03-08 23:32:29.835638+00:00,27.84,5,4,1,0,1,0,0,0,0.2,0,3,2,0,5,2,35.4,66,6232.6,0.1796,0,"sign_in, auth_me, wallet_view, withdraw, sign_out"
38ee57a9-364c-4e98-b9b4-5f7ea6b14495,u_1217,casual,brandon96@example.org,Jeddah,ios,2026-03-08 23:33:55.719089+00:00,2026-03-08 23:34:32.607721+00:00,36.89,7,7,0,0,0,0,0,0,0.0,0,4,1,0,5,3,29.57,52,6420.57,0.1898,0,"sign_in, auth_me, update_profile, wallet_view, update_profile, auth_me, sign_out"
39515f6e-99a8-4d5e-8d91-4bdf13e2a4f4,u_1197,transactor,courtney55@example.org,Medina,ios,2026-03-08 23:34:14.733284+00:00,2026-03-08 23:34:34.923655+00:00,20.19,9,9,0,0,0,0,0,0,0.0,0,3,5,0,7,2,32.11,63,2538.33,0.4458,0,"sign_in, topup, transfer, wallet_view, payments, topup, topup, auth_me, sign_out"
39e8c444-d376-4e04-a1c6-dc36c05d9b22,u_1220,casual,thumphrey@example.org,Mecca,ios,2026-03-08 23:30:58.970771+00:00,2026-03-08 23:31:26.684588+00:00,27.71,7,5,2,0,2,0,0,0,0.2857,0,2,3,0,6,2,23.86,47,4587.14,0.2526,0,"sign_in, wallet_view, view_profile, transfer, view_profile, pay_bill, sign_out"
39eb2ba4-5d93-4a94-98b0-b3551372354a,u_1169,transactor,sharon46@example.com,Buraidah,web,2026-03-08 23:35:27.352515+00:00,2026-03-08 23:35:53.148468+00:00,25.8,10,10,0,0,0,0,0,0,0.0,0,2,8,0,7,2,36.0,68,2773.5,0.3876,0,"sign_in, pay_bill, wallet_view, topup, wallet_view, wallet_view, transfer, topup, withdraw, sign_out"
3ac83ed4-f3d9-4257-8e9b-4f9e1919807a,u_1181,casual,wgarcia@example.com,Mecca,android,2026-03-08 23:28:37.557241+00:00,2026-03-08 23:28:38.600596+00:00,1.04,12,5,6,1,6,0,0,0,0.5833,0,2,10,0,7,1,26.25,57,0.0,11.5385,0,"sign_in_fraud, pay_bill_fraud, transfer_fraud, pay_bill_fraud, pay_bill_fraud, withdraw_fraud, pay_bill_fraud, topup_fraud, pay_bill_fraud, pay_bill_fraud, transfer_fraud, sign_out_fraud"
3ba2d9f7-05a6-4bd2-b521-5e4e40dd171f,u_1179,transactor,gordondaniel@example.net,Tabuk,android,2026-03-08 23:28:40.856680+00:00,2026-03-08 23:29:07.602511+00:00,26.75,10,4,6,0,6,0,0,0,0.6,0,2,6,0,7,2,20.0,35,2806.8,0.3738,0,"sign_in, transfer, pay_bill, withdraw, pay_bill, pay_bill, view_profile, health, withdraw, sign_out"
