session_id,user_id,persona,email,geo_location,client_type,start_time,end_time,duration_seconds,num_requests,actions_list
00f724b9-1659-410b-b25f-c7fd80a46096,u_1006,transactor,hobbsjohn@example.com,Buraidah,ios,2026-03-27 12:52:52.795844+00:00,2026-03-27 12:53:14.209108+00:00,21.41,11,"sign_in, transfer, wallet_view, payments, transfer, wallet_view, transfer, transfer, transfer, transfer, sign_out"
01049196-66a8-4b5a-b0db-4d86747b959b,admin_1,admin,admin@rasd.local,Riyadh,ios,2026-03-27 13:17:56.568208+00:00,2026-03-27 13:18:03.958208+00:00,7.39,7,"admin_sign_in, admin_wallets, admin_wallets, admin_users, admin_wallets, admin_users, admin_sign_out"
011d2cb5-3d87-4019-b1a7-dad0cea439a5,u_1022,casual,scott17@example.org,Abha,android,2026-03-27 12:48:46.091462+00:00,2026-03-27 12:48:59.744923+00:00,13.65,5,"sign_in, topup, auth_me, transfer, sign_out"
011f5979-5797-476c-8658-3295ca3e8067,u_1021,transactor,sheri44@example.net,Tabuk,web,2026-03-27 13:26:17.488771+00:00,2026-03-27 13:26:47.580890+00:00,30.09,12,"sign_in, transfer_nonexistent, transfer, auth_me, transfer, transfer, transfer, withdraw, view_profile, transfer, view_profile, sign_out"
0139fd8f-b929-41e7-835a-f517e5683a19,u_1050,power_user,angela18@example.org,Medina,ios,2026-03-27 13:18:19.285656+00:00,2026-03-27 13:18:36.306244+00:00,17.02,12,"sign_in, hello, hello, wallet_view, view_profile, withdraw, view_profile, withdraw, wallet_view, hello, bank_accounts, sign_out"
014dd473-2203-4318-8eb0-4d7f52334cfc,u_1005,power_user,walshcody@example.org,Dammam,ios,2026-03-27 12:55:13.272161+00:00,2026-03-27 12:55:29.609453+00:00,16.34,14,"sign_in, auth_me, pay_bill, transfer, transfer, payments, wallet_view, hello, pay_bill, pay_bill, withdraw, transfer, topup, sign_out"
01542043-b689-423f-84fe-b0de1a347657,u_1002,casual,hanan.alharbi@gmail.com,Riyadh,android,2026-03-27 13:30:53.997703+00:00,2026-03-27 13:31:19.414536+00:00,25.42,5,"sign_in, update_profile, view_profile, update_profile, sign_out"
017b3693-804a-4ce1-a2ca-571bafbab929,u_1041,power_user,annalewis@example.org,Abha,ios,2026-03-27 12:54:32.269752+00:00,2026-03-27 12:54:48.318415+00:00,16.05,13,"sign_in, wallet_view, pay_bill, withdraw, transfer, payments, auth_me, withdraw, wallet_view, payments, pay_bill, topup, sign_out"
018774d6-86de-48d3-90cd-dc7a04432b22,u_1044,casual,schmidtdavid@example.com,Riyadh,android,2026-03-27 13:21:00.464661+00:00,2026-03-27 13:21:34.402355+00:00,33.94,7,"sign_in, wallet_view, view_profile, pay_bill, hello, view_profile, sign_out"
018c12b7-00e3-4884-bd88-2920645bd378,u_1047,casual,odougherty@example.org,Riyadh,web,2026-03-27 13:37:57.274217+00:00,2026-03-27 13:38:34.650074+00:00,37.38,6,"sign_in, withdraw, update_profile, wallet_view, wallet_view, sign_out"
01a17b45-6d6c-4707-9af5-ed82ddb05c54,u_1059,casual,barajasrichard@example.org,Taif,android,2026-03-27 13:32:21.055273+00:00,2026-03-27 13:32:46.090268+00:00,25.03,5,"sign_in, auth_me, wallet_view, pay_bill, sign_out"
01ed4965-4309-44e7-a0da-b01245457ffb,u_1003,casual,taif.alsaadi@gmail.com,Mecca,web,2026-03-27 13:33:32.190271+00:00,2026-03-27 13:34:11.244425+00:00,39.05,7,"sign_in, payments, wallet_view, payments, wallet_view, wallet_view, sign_out"
023197e5-e3b3-4974-8dc2-7138302da2dd,u_1029,transactor,smithmatthew@example.com,Buraidah,web,2026-03-27 13:17:34.520745+00:00,2026-03-27 13:17:53.357051+00:00,18.84,8,"sign_in, update_profile, pay_bill, health, withdraw, transfer, transfer, sign_out"
024ccdac-33d9-4b59-a7de-f05738220ef2,u_1016,casual,tammy32@example.com,Riyadh,web,2026-03-27 13:13:01.331035+00:00,2026-03-27 13:13:52.470920+00:00,51.14,8,"sign_in, pay_bill, view_profile, bank_accounts, wallet_view, hello, withdraw, sign_out"
025d4f9e-e9e1-4933-bb86-8bd9ad41f149,u_1010,casual,lindalandry@example.net,Medina,android,2026-03-27 12:55:11.169942+00:00,2026-03-27 12:55:50.766723+00:00,39.6,7,"sign_in, wallet_view, auth_me, auth_me, pay_bill, hello, sign_out"
028f35ea-2bae-4ce8-8ad3-7b0bfd329c60,u_1072,power_user,robertaorr@example.net,Buraidah,web,2026-03-27 13:38:36.812158+00:00,2026-03-27 13:38:57.561086+00:00,20.75,15,"sign_in, wallet_view, withdraw, pay_bill, pay_bill, hello, view_profile, wallet_view, topup, transfer, topup, wallet_view, wallet_view, topup, sign_out"
02990fe6-2e32-4ed1-a532-a3043fe25c11,u_1077,casual,wburton@example.org,Khobar,web,2026-03-27 13:10:57.820753+00:00,2026-03-27 13:11:16.741810+00:00,18.92,4,"sign_in, view_profile, update_profile, sign_out"
02cb427b-f6a0-46f5-89c9-75692c551c8e,u_1008,transactor,janice11@example.org,Mecca,ios,2026-03-27 13:13:59.636727+00:00,2026-03-27 13:14:10.087623+00:00,10.45,6,"sign_in, view_profile, pay_bill, pay_bill, pay_bill, sign_out"
02d27695-f738-4a5d-8196-13fb80fb8ac1,u_1024,transactor,lmayo@example.org,Mecca,web,2026-03-27 13:33:23.535811+00:00,2026-03-27 13:33:46.999631+00:00,23.46,10,"sign_in, withdraw, pay_bill, withdraw, wallet_view, topup, transfer, withdraw, topup, sign_out"
02d73c70-1e06-4e31-8f41-b8b9cf5edcca,u_1009,casual,mjones@example.com,Jeddah,ios,2026-03-27 12:57:21.587992+00:00,2026-03-27 12:58:06.031570+00:00,44.44,8,"sign_in, auth_me, wallet_view, auth_me, wallet_view, auth_me, withdraw, sign_out"
02f2883c-9b04-4129-9d07-162aac49c3b8,u_1067,transactor,yliu@example.com,Buraidah,ios,2026-03-27 13:28:42.789872+00:00,2026-03-27 13:28:58.151194+00:00,15.36,7,"sign_in, topup, withdraw, payments, topup, transfer, sign_out"
03176be5-25d2-4bbd-973d-a54f1532a670,u_1068,transactor,westmichael@example.org,Abha,web,2026-03-27 13:18:52.081051+00:00,2026-03-27 13:19:17.920415+00:00,25.84,11,"sign_in, withdraw, topup, wallet_view, auth_me, withdraw, transfer, view_profile, transfer, payments, sign_out"
033c43ca-e1cc-4f4c-b6d8-66f429661709,u_1050,power_user,angela18@example.org,Medina,ios,2026-03-27 12:52:37.741648+00:00,2026-03-27 12:52:50.753339+00:00,13.01,10,"sign_in, topup, bank_accounts, wallet_view, transfer, wallet_view, health, withdraw, transfer, sign_out"
034a07f9-3f93-4a3c-a5bb-844ff1f72775,u_1030,power_user,jasonrhodes@example.org,Medina,ios,2026-03-27 13:24:32.056560+00:00,2026-03-27 13:24:49.787609+00:00,17.73,14,"sign_in, bank_accounts, topup, pay_bill, view_profile, auth_me, topup, payments, topup, topup, view_profile, auth_me, topup, sign_out"
035250c8-1c78-4399-b629-f9e38d2973fd,u_1014,power_user,josephwilliams@example.net,Abha,web,2026-03-27 13:13:15.550714+00:00,2026-03-27 13:13:26.526476+00:00,10.98,9,"sign_in, transfer, wallet_view, auth_me, hello, pay_bill, transfer, withdraw, sign_out"
036495cc-436e-4a97-8d48-0965dbcede29,u_1002,power_user,hanan.alharbi@gmail.com,Riyadh,android,2026-03-27 13:32:38.406974+00:00,2026-03-27 13:32:57.961349+00:00,19.55,14,"sign_in, wallet_view, pay_bill, pay_bill, withdraw, withdraw, wallet_view, topup, wallet_view, transfer, transfer, payments, auth_me, sign_out"
03bccd46-731d-40c6-9137-554c202ab56e,u_1067,transactor,yliu@example.com,Buraidah,ios,2026-03-27 12:47:40.683402+00:00,2026-03-27 12:47:54.747724+00:00,14.06,6,"sign_in, transfer, wallet_view, transfer, pay_bill, sign_out"
03ceaeb7-21b2-4bdf-a380-0b3575ada94b,u_1067,casual,yliu@example.com,Buraidah,ios,2026-03-27 13:25:39.024685+00:00,2026-03-27 13:26:11.683588+00:00,32.66,6,"sign_in, wallet_view, update_profile, health, auth_me, sign_out"
03f37477-c68a-4e05-b01d-1e936a98ba68,u_1026,casual,timothywhite@example.net,Abha,web,2026-03-27 12:49:36.708799+00:00,2026-03-27 12:49:54.237936+00:00,17.53,4,"sign_in, hello, hello, sign_out"
040459bd-afdf-438f-97e1-c42ef026413b,u_1024,power_user,lmayo@example.org,Mecca,web,2026-03-27 13:10:01.679449+00:00,2026-03-27 13:10:13.972230+00:00,12.29,10,"sign_in, bank_accounts, withdraw, topup, withdraw, withdraw, transfer, auth_me, wallet_view, sign_out"
04344b4e-5c9a-46e5-b2e9-ea1269e86bf1,u_1073,power_user,john70@example.org,Tabuk,web,2026-03-27 13:07:00.964618+00:00,2026-03-27 13:07:13.865674+00:00,12.9,11,"sign_in, wallet_view, topup, wallet_view, pay_bill, bank_accounts, payments, pay_bill, transfer, transfer, sign_out"
043d8eff-e4a8-4ac1-ab6d-a045c571e5fa,u_1026,confused,timothywhite@example.net,Abha,web,2026-03-27 13:22:24.035166+00:00,2026-03-27 13:22:35.575908+00:00,11.54,3,"sign_in, auth_me, sign_out"
04408e44-2d4d-408d-9ce7-1a5ca88cd55f,u_1006,casual,hobbsjohn@example.com,Buraidah,ios,2026-03-27 12:54:59.249164+00:00,2026-03-27 12:55:44.518905+00:00,45.27,8,"sign_in, withdraw, view_profile, wallet_view, auth_me, transfer, view_profile, sign_out"
044c5c90-57cb-402a-9545-ab560c1cf179,u_1006,power_user,hobbsjohn@example.com,Buraidah,ios,2026-03-27 13:13:58.637887+00:00,2026-03-27 13:14:09.923334+00:00,11.29,10,"sign_in, health, wallet_view, topup, topup, withdraw, wallet_view, auth_me, view_profile, sign_out"
048a3d39-beed-418d-9413-8f284c601764,u_1012,casual,brandon11@example.com,Tabuk,android,2026-03-27 13:30:35.218993+00:00,2026-03-27 13:31:16.361755+00:00,41.14,7,"sign_in, wallet_view, topup, hello, update_profile, auth_me, sign_out"
04cd28b4-bd9f-49f9-953c-c8f5d219b8cd,u_1013,transactor,jennifercobb@example.org,Abha,ios,2026-03-27 13:04:34.011013+00:00,2026-03-27 13:04:53.647458+00:00,19.64,8,"sign_in, auth_me, transfer, pay_bill, health, transfer, pay_bill, sign_out"
04d713a9-f7c1-45ad-9183-bc73a00a1c0d,u_1047,confused,odougherty@example.org,Riyadh,web,2026-03-27 13:27:33.748806+00:00,2026-03-27 13:27:44.185074+00:00,10.44,3,"sign_in, health, sign_out"
052a38fd-cab6-49e5-893d-30c61a55d87e,u_1024,confused,lmayo@example.org,Mecca,web,2026-03-27 12:55:04.245740+00:00,2026-03-27 12:55:29.297349+00:00,25.05,3,"sign_in, auth_me, sign_out"
05366136-451c-4a95-908b-f8c6d7caacb1,u_1011,transactor,drandall@example.com,Buraidah,web,2026-03-27 12:52:48.667236+00:00,2026-03-27 12:53:16.448395+00:00,27.78,11,"sign_in, view_profile, wallet_view, pay_bill, auth_me, pay_bill, topup, pay_bill, payments, auth_me, sign_out"
05452fe9-f647-42fb-9ba5-f43295f587eb,u_1006,casual,hobbsjohn@example.com,Buraidah,ios,2026-03-27 13:31:28.033398+00:00,2026-03-27 13:31:58.019816+00:00,29.99,6,"sign_in, wallet_view, wallet_view, view_profile, auth_me, sign_out"
05a10ac1-ab04-4e0c-b1e8-b63d2ebe1b48,unknown,casual,arthur19@example.com,Medina,android,2026-03-27 13:01:45.624440+00:00,2026-03-27 13:01:45.624440+00:00,0.0,1,sign_in
05b6e7f5-e971-4cdc-9211-096a057412a6,u_1014,confused,josephwilliams@example.net,Abha,web,2026-03-27 13:08:17.089340+00:00,2026-03-27 13:08:45.770012+00:00,28.68,4,"sign_in, hello, auth_me, sign_out"
05b86691-55cc-47af-9f4f-2b6b6a986dd5,unknown,confused,william41@example.com,Jeddah,web,2026-03-27 13:30:30.651756+00:00,2026-03-27 13:30:30.651756+00:00,0.0,1,sign_in
05ea3799-3587-4f11-9558-97acb527ae26,u_1015,casual,reginahurley@example.org,Abha,ios,2026-03-27 12:48:45.971331+00:00,2026-03-27 12:49:17.657939+00:00,31.69,6,"sign_in, hello, auth_me, transfer, wallet_view, sign_out"
0648784b-ca0c-4172-85cf-3d0b9728e119,u_1011,casual,drandall@example.com,Buraidah,web,2026-03-27 13:02:27.231856+00:00,2026-03-27 13:02:56.902535+00:00,29.67,5,"sign_in, transfer, hello, auth_me, sign_out"
06621c70-36d0-46b8-81fa-0cc3acc8097b,u_1038,power_user,bfisher@example.com,Dammam,ios,2026-03-27 13:19:42.349869+00:00,2026-03-27 13:19:57.986252+00:00,15.64,12,"sign_in, topup, wallet_view, withdraw, wallet_view, withdraw, topup, wallet_view, health, withdraw, pay_bill, sign_out"
068b490d-38e8-45b3-bb73-a052970bb5b0,u_1038,casual,bfisher@example.com,Dammam,ios,2026-03-27 13:05:05.957934+00:00,2026-03-27 13:05:46.680577+00:00,40.72,7,"sign_in, transfer_to_self, bank_accounts, update_profile, hello, topup, sign_out"
068e3733-e829-4885-bfc8-41acb9abf6ff,u_1042,transactor,elliottjason@example.org,Jeddah,web,2026-03-27 13:39:48.897329+00:00,2026-03-27 13:40:05.987076+00:00,17.09,7,"sign_in, pay_bill, transfer, wallet_view, topup, withdraw, sign_out"
0696a2ea-db48-41fa-88a0-fb4fe5608949,admin_1,admin,admin@rasd.local,Dammam,android,2026-03-27 13:09:24.300539+00:00,2026-03-27 13:10:16.545657+00:00,52.25,37,"admin_sign_in, admin_users, admin_wallets, admin_users, admin_transactions, admin_financial, admin_users, admin_transactions, admin_financial, admin_financial, admin_financial, admin_transactions, admin_users, admin_financial, admin_users, admin_transactions, admin_users, admin_users, admin_users, admin_financial, admin_transactions, admin_wallets, admin_wallets, admin_transactions, admin_users, admin_wallets, admin_wallets, admin_wallets, admin_wallets, admin_financial, admin_transactions, admin_financial, admin_users, admin_financial, admin_wallets, admin_wallets, admin_sign_out"
0698ecd6-35a1-49b8-8e75-2d513962cdf4,u_1003,casual,taif.alsaadi@gmail.com,Mecca,ios,2026-03-27 12:53:57.751170+00:00,2026-03-27 12:54:29.994431+00:00,32.24,7,"sign_in, auth_me, topup, pay_bill, wallet_view, hello, sign_out"
06a4710e-7ad9-49bf-b0c4-25c2986d2306,unknown,transactor,queenrama@gmail.com,Jeddah,web,2026-03-27 13:19:35.624089+00:00,2026-03-27 13:19:35.624089+00:00,0.0,1,sign_in
06a7567a-149b-4c61-b187-7813f5777c1b,u_1014,transactor,josephwilliams@example.net,Abha,web,2026-03-27 13:02:36.087885+00:00,2026-03-27 13:03:06.419955+00:00,30.33,11,"sign_in, pay_bill, transfer, topup, auth_me, withdraw, transfer, pay_bill, transfer, transfer, sign_out"
06ce62e2-2691-4a1f-b050-e318b51fc53e,u_1066,confused,evelyn46@example.com,Buraidah,ios,2026-03-27 13:31:10.186768+00:00,2026-03-27 13:31:50.462820+00:00,40.28,5,"sign_in, topup, auth_me, hello, sign_out"
06e6fd0b-5034-45bf-92d3-efd3be86084e,u_1018,confused,marcus29@example.org,Abha,android,2026-03-27 13:27:40.348646+00:00,2026-03-27 13:27:53.284207+00:00,12.94,3,"sign_in, withdraw, sign_out"
06ff97ed-2849-4182-89a6-ebdbdbc9b3f3,u_1065,casual,gregorydiaz@example.com,Tabuk,web,2026-03-27 12:52:14.873319+00:00,2026-03-27 12:52:37.244213+00:00,22.37,5,"sign_in, auth_me, withdraw, wallet_view, sign_out"
070b69fe-4f2f-4aa7-a78c-d88f2d07933f,u_1018,transactor,marcus29@example.org,Abha,android,2026-03-27 13:13:28.740648+00:00,2026-03-27 13:13:55.379972+00:00,26.64,11,"sign_in, view_profile, view_profile, topup, pay_bill, topup, bank_accounts, topup, transfer, bank_accounts, sign_out"
070b749d-d617-4437-8405-3f10cc1e2302,u_1037,power_user,randyblack@example.org,Medina,ios,2026-03-27 13:27:18.351515+00:00,2026-03-27 13:27:40.311411+00:00,21.96,16,"sign_in, pay_bill, auth_me, wallet_view, pay_bill, transfer, wallet_view, bank_accounts, payments, update_profile, transfer, topup, pay_bill, withdraw, topup, sign_out"
071c3720-c141-40e8-9408-60ee675a01c7,u_1043,casual,victor25@example.net,Taif,web,2026-03-27 13:01:01.077413+00:00,2026-03-27 13:01:26.010257+00:00,24.93,6,"sign_in, withdraw, auth_me, bank_accounts, view_profile, sign_out"
071db3e9-5ed4-4a8d-a712-6ff31c4e9fb2,u_1050,power_user,angela18@example.org,Medina,ios,2026-03-27 13:38:27.952446+00:00,2026-03-27 13:38:47.632667+00:00,19.68,13,"sign_in, auth_me, payments, topup, update_profile, topup, withdraw, pay_bill, transfer, withdraw, payments, transfer, sign_out"
072181c1-0c17-46bc-8da0-902f55d7a730,u_1028,casual,bchurch@example.org,Dammam,web,2026-03-27 13:29:25.944481+00:00,2026-03-27 13:30:03.053120+00:00,37.11,7,"sign_in, transfer, topup, auth_me, auth_me, pay_bill, sign_out"
07314889-528b-4ed8-a66e-e9a796e2c3ec,u_1076,casual,hsexton@example.com,Khobar,android,2026-03-27 13:01:51.496527+00:00,2026-03-27 13:02:34.981771+00:00,43.49,8,"sign_in, withdraw, wallet_view, auth_me, auth_me, auth_me, wallet_view, sign_out"
0752d7e7-fb82-41ff-8ba9-e913f77e672c,u_1051,casual,buchananadam@example.com,Mecca,ios,2026-03-27 13:23:12.310627+00:00,2026-03-27 13:24:04.861165+00:00,52.55,8,"sign_in, view_profile, wallet_view, bank_accounts, auth_me, view_profile, hello, sign_out"
075a6664-812a-4624-8176-56fcf5ef49eb,u_1051,transactor,buchananadam@example.com,Mecca,ios,2026-03-27 13:24:27.712616+00:00,2026-03-27 13:24:41.222019+00:00,13.51,7,"sign_in, transfer, pay_bill, wallet_view, topup, topup, sign_out"
0768c236-ab78-4d0d-ba8a-12b28baaef56,u_1053,transactor,oberry@example.org,Taif,web,2026-03-27 12:55:59.310416+00:00,2026-03-27 12:56:18.651204+00:00,19.34,8,"sign_in, withdraw_overdraft, transfer, withdraw, pay_bill, transfer, update_profile, sign_out"
0774c1ec-79a8-4de3-84ac-057a130081e3,u_1052,casual,micheal75@example.net,Riyadh,ios,2026-03-27 13:37:21.027134+00:00,2026-03-27 13:37:56.652688+00:00,35.63,6,"sign_in, health, hello, hello, payments, sign_out"
07d701f3-d77a-45d9-9873-e7fa6c768960,u_1059,transactor,barajasrichard@example.org,Taif,android,2026-03-27 13:00:19.152232+00:00,2026-03-27 13:00:40.071654+00:00,20.92,8,"sign_in, transfer, withdraw, pay_bill, withdraw, topup, wallet_view, sign_out"
07ec3e7f-0779-4a73-973d-5a4406df8b2a,u_1026,transactor,timothywhite@example.net,Abha,web,2026-03-27 13:17:08.294835+00:00,2026-03-27 13:17:30.957706+00:00,22.66,11,"sign_in, topup, transfer, transfer, wallet_view, health, pay_bill, topup, view_profile, hello, sign_out"
084bf9bf-482e-4f1c-8a69-583dcc9cbd85,u_1012,confused,brandon11@example.com,Tabuk,android,2026-03-27 13:04:14.311866+00:00,2026-03-27 13:04:57.098611+00:00,42.79,5,"sign_in, view_profile, auth_me, view_profile, sign_out"
0857b028-8b59-4687-9436-4292e6c0017f,u_1045,casual,anthonypeters@example.com,Riyadh,web,2026-03-27 13:21:48.607287+00:00,2026-03-27 13:22:38.994150+00:00,50.39,8,"sign_in, view_profile, auth_me, auth_me, wallet_view, auth_me, wallet_view, sign_out"
087d7940-70da-4609-98d8-ceba3b8dc0ec,u_1055,casual,ahall@example.org,Khobar,ios,2026-03-27 12:55:23.565205+00:00,2026-03-27 12:56:05.435740+00:00,41.87,8,"sign_in, withdraw, auth_me, update_profile, bank_accounts, health, wallet_view, sign_out"
08c15e00-7680-47e1-9aaa-de60902f3aa7,u_1064,confused,andrea05@example.org,Tabuk,web,2026-03-27 13:24:06.726658+00:00,2026-03-27 13:24:54.206353+00:00,47.48,5,"sign_in, health, auth_me, hello, sign_out"
08d0205a-df94-44a3-9d6d-e9882eaa7642,u_1024,transactor,lmayo@example.org,Mecca,web,2026-03-27 13:32:07.087880+00:00,2026-03-27 13:32:29.502410+00:00,22.41,9,"sign_in, withdraw_overdraft, pay_bill, wallet_view, transfer, topup, topup, wallet_view, sign_out"
08e52ac4-e5fd-4233-81fa-9ca84e0b3fdb,u_1073,casual,john70@example.org,Tabuk,web,2026-03-27 12:45:45.021675+00:00,2026-03-27 12:45:55.612325+00:00,10.59,4,"sign_in, payments, wallet_view, sign_out"
091aedee-12c7-47f3-8bb5-1069b6c5545b,u_1056,power_user,jenkinskristin@example.net,Buraidah,android,2026-03-27 13:08:46.122374+00:00,2026-03-27 13:09:11.096499+00:00,24.97,17,"sign_in, transfer, health, wallet_view, transfer, wallet_view, view_profile, pay_bill, wallet_view, view_profile, bank_accounts, wallet_view, wallet_view, topup, update_profile, withdraw, sign_out"
0943a34e-f7dc-4a9f-b92c-36a8995a955f,u_1060,casual,elizabeth92@example.net,Jeddah,ios,2026-03-27 12:50:38.958191+00:00,2026-03-27 12:50:49.092747+00:00,10.13,4,"sign_in, transfer, view_profile, sign_out"
09558043-613e-4212-894c-215c82c53fde,u_1073,casual,john70@example.org,Tabuk,web,2026-03-27 13:09:21.841494+00:00,2026-03-27 13:09:53.532255+00:00,31.69,5,"sign_in, hello, auth_me, wallet_view, sign_out"
0988fa8e-5a31-4c8c-a410-1ba7a70fec75,u_1040,casual,amanda05@example.net,Buraidah,android,2026-03-27 13:19:47.916220+00:00,2026-03-27 13:20:32.566403+00:00,44.65,7,"sign_in, withdraw, view_profile, bank_accounts, topup, view_profile, sign_out"
09a31f24-6921-40d4-9126-ca34aad4a011,u_1004,casual,user@example.com,Jeddah,android,2026-03-27 13:18:46.836427+00:00,2026-03-27 13:18:58.386316+00:00,11.55,4,"sign_in, transfer, update_profile, sign_out"
09b79d9a-1845-487d-9cd5-c7cd0e5594d1,u_1033,transactor,michaelrichardson@example.org,Tabuk,ios,2026-03-27 12:57:15.940547+00:00,2026-03-27 12:57:29.611402+00:00,13.67,6,"sign_in, withdraw, pay_bill, withdraw, topup, sign_out"
09bc949a-cd8b-496a-8994-4a912eed382d,u_1043,casual,victor25@example.net,Taif,web,2026-03-27 13:16:37.489271+00:00,2026-03-27 13:17:07.685021+00:00,30.2,6,"sign_in, payments, bank_accounts, payments, wallet_view, sign_out"
09d0e02a-dfb2-4049-8861-a149ae24d018,u_1002,transactor,hanan.alharbi@gmail.com,Riyadh,web,2026-03-27 12:51:43.100890+00:00,2026-03-27 12:52:07.323985+00:00,24.22,9,"sign_in, transfer, wallet_view, transfer, transfer, transfer, transfer, topup, sign_out"
0a38e9b8-0bf8-46d2-b1a4-11665754b74e,u_1051,transactor,buchananadam@example.com,Mecca,ios,2026-03-27 12:48:56.747921+00:00,2026-03-27 12:49:20.841416+00:00,24.09,11,"sign_in, payments, transfer, transfer, payments, wallet_view, payments, transfer, transfer, wallet_view, sign_out"
0a579c3c-63a5-4e94-9fe0-f8fe63f0ea34,u_1064,transactor,andrea05@example.org,Tabuk,web,2026-03-27 12:51:35.687866+00:00,2026-03-27 12:51:55.452230+00:00,19.76,8,"sign_in, bank_accounts, topup, payments, withdraw, payments, pay_bill, sign_out"
0a9c52bb-0c84-4011-9f3f-0cc4f0c32c4b,u_1035,confused,kennethbarber@example.net,Medina,ios,2026-03-27 13:11:46.761153+00:00,2026-03-27 13:12:01.482067+00:00,14.72,3,"sign_in, auth_me, sign_out"
0abaddd6-ff52-4282-b43f-2848be12d5cd,u_1041,power_user,annalewis@example.org,Abha,ios,2026-03-27 13:19:16.122711+00:00,2026-03-27 13:19:37.002018+00:00,20.88,16,"sign_in, payments, withdraw, withdraw, topup, transfer, view_profile, update_profile, view_profile, wallet_view, wallet_view, wallet_view, topup, pay_bill, wallet_view, sign_out"
0ae08c4b-81f9-4403-92ed-8a40b614df0e,u_1024,casual,lmayo@example.org,Mecca,web,2026-03-27 13:06:40.840018+00:00,2026-03-27 13:07:14.716146+00:00,33.88,6,"sign_in, health, pay_bill, wallet_view, auth_me, sign_out"
0b129864-0695-4e17-b28b-434fc025acb9,u_1036,power_user,vsolomon@example.com,Khobar,web,2026-03-27 12:58:47.121894+00:00,2026-03-27 12:59:01.610856+00:00,14.49,12,"sign_in, wallet_view, bank_accounts, view_profile, transfer, wallet_view, transfer, health, topup, bank_accounts, bank_accounts, sign_out"
0b256461-07a8-4a28-898a-afc3230a6c6f,u_1058,power_user,matthewsveronica@example.org,Taif,android,2026-03-27 13:15:22.488674+00:00,2026-03-27 13:15:33.531123+00:00,11.04,10,"sign_in, withdraw, pay_bill, bank_accounts, topup, pay_bill, pay_bill, topup, pay_bill, sign_out"
0b7c1f5a-33ee-48eb-bb19-ce452b51ab75,u_1043,casual,victor25@example.net,Taif,web,2026-03-27 13:27:52.116780+00:00,2026-03-27 13:28:27.689180+00:00,35.57,6,"sign_in, wallet_view, pay_bill, wallet_view, wallet_view, sign_out"
