timestamp,session_id,user_id,email,geo_location,client_type,method,path,status_code,response_time_ms,think_time_ms,label,attack_type
2026-04-24T17:37:55.406154+00:00,f8427a46-dae9-4928-acfd-b368b67ffdfb,u_1119,rallen@example.com,Riyadh,android,POST,/users/u_1119/wallet/transfer/u_1107,200,19,47409,0,normal
2026-04-24T17:37:57.303017+00:00,a18738df-d3b1-49db-b34a-5bde056bea12,u_1103,khayden@example.net,Dammam,android,POST,/users/u_1103/wallet/pay-bill,200,22,20409,0,normal
2026-04-24T17:37:57.320146+00:00,a18738df-d3b1-49db-b34a-5bde056bea12,u_1103,khayden@example.net,Dammam,android,POST,/auth/sign-out,200,17,0,0,normal
2026-04-24T17:37:59.376222+00:00,f8427a46-dae9-4928-acfd-b368b67ffdfb,u_1119,rallen@example.com,Riyadh,android,GET,/users/u_1119/wallet,200,8,3960,0,normal
2026-04-24T17:38:01.820032+00:00,a708e270-0fa1-495e-82e8-a44ae228d31c,u_1098,jessenichols@example.org,Tabuk,web,GET,/auth/me,200,7,43715,0,normal
2026-04-24T17:38:03.976455+00:00,d5b102fc-550d-45dd-8ad7-3993810f0357,u_1132,michelle07@example.com,Buraidah,android,POST,/users/u_1132/wallet/transfer/u_1105,200,33,11192,0,normal
2026-04-24T17:38:04.003768+00:00,d5b102fc-550d-45dd-8ad7-3993810f0357,u_1132,michelle07@example.com,Buraidah,android,POST,/auth/sign-out,200,27,0,0,normal
2026-04-24T17:38:04.152835+00:00,f46fd80d-bff8-4fbd-8fc9-0d739d7d6c14,u_1128,jsmall@example.net,Mecca,android,GET,/auth/me,200,12,51216,0,normal
2026-04-24T17:38:04.180931+00:00,f46fd80d-bff8-4fbd-8fc9-0d739d7d6c14,u_1128,jsmall@example.net,Mecca,android,POST,/auth/sign-out,200,27,0,0,normal
2026-04-24T17:38:04.225388+00:00,608e8e6a-d6fa-4199-a311-22533d626885,u_1123,armstrongjason@example.net,London,ios,GET,/users/u_1123/wallet,200,11,9506,0,normal
2026-04-24T17:38:05.872080+00:00,f8427a46-dae9-4928-acfd-b368b67ffdfb,u_1119,rallen@example.com,Riyadh,android,POST,/users/u_1119/wallet/transfer/u_1090,200,47,6446,0,normal
2026-04-24T17:38:10.712983+00:00,82c582a3-ca78-48d5-a405-47c102f94221,u_1119,rallen@example.com,Riyadh,android,POST,/auth/sign-in,401,76,4631,0,normal
2026-04-24T17:38:11.787634+00:00,ad22b6a5-1b2e-45ce-9a83-9585ae3a6f0d,u_1088,charleswatkins@example.com,Khobar,android,POST,/auth/sign-in,200,132,7388,0,normal
2026-04-24T17:38:14.805994+00:00,82c582a3-ca78-48d5-a405-47c102f94221,u_1119,rallen@example.com,Riyadh,android,POST,/auth/sign-in,200,122,3966,0,normal
2026-04-24T17:38:19.607085+00:00,ad22b6a5-1b2e-45ce-9a83-9585ae3a6f0d,u_1088,charleswatkins@example.com,Khobar,android,POST,/users/u_1088/wallet/topup,200,21,7797,0,normal
2026-04-24T17:38:23.244776+00:00,3d96144a-c747-4810-9b3e-dd95db104b2e,u_1114,daniellewilson@example.com,Jeddah,web,POST,/auth/sign-in,200,73,24491,0,normal
2026-04-24T17:38:26.849348+00:00,ad22b6a5-1b2e-45ce-9a83-9585ae3a6f0d,u_1088,charleswatkins@example.com,Khobar,android,POST,/users/u_1088/wallet/transfer/u_1120,200,19,7221,0,normal
2026-04-24T17:38:30.055333+00:00,774fb6e2-5ae5-44b6-a3a1-a15af3362fb9,u_1090,whitejessica@example.org,Buraidah,web,GET,/users/u_1090,200,7,36519,0,normal
2026-04-24T17:38:32.594054+00:00,81bea5d4-cc14-46c0-960c-f039203c1e28,u_1087,taylor86@example.org,Mecca,ios,GET,/users/u_1087,200,7,51550,0,normal
2026-04-24T17:38:37.040552+00:00,5d6a1647-2acb-4610-9ca1-3d7fced6a976,u_1121,trubio@example.com,Mecca,ios,GET,/users/u_1121/wallet,200,14,48793,0,normal
2026-04-24T17:38:37.060567+00:00,5d6a1647-2acb-4610-9ca1-3d7fced6a976,u_1121,trubio@example.com,Mecca,ios,POST,/auth/sign-out,200,19,0,0,normal
2026-04-24T17:38:39.161476+00:00,81bea5d4-cc14-46c0-960c-f039203c1e28,u_1087,taylor86@example.org,Mecca,ios,GET,/users/u_1087/bank-accounts,200,6,6559,0,normal
2026-04-24T17:38:41.645772+00:00,608e8e6a-d6fa-4199-a311-22533d626885,u_1123,armstrongjason@example.net,London,ios,GET,/auth/me,200,6,37411,0,normal
2026-04-24T17:38:42.361290+00:00,7312c185-dc07-4d3d-804f-3fdfa6e0b009,u_1095,james75@example.net,Abha,android,POST,/auth/sign-in,200,75,4600,0,normal
2026-04-24T17:38:45.784280+00:00,a708e270-0fa1-495e-82e8-a44ae228d31c,u_1098,jessenichols@example.org,Tabuk,web,POST,/users/u_1098/wallet/withdraw,200,36,43925,0,normal
2026-04-24T17:38:48.761451+00:00,a708e270-0fa1-495e-82e8-a44ae228d31c,u_1098,jessenichols@example.org,Tabuk,web,POST,/users/u_1098/wallet/pay-bill,200,21,2955,0,normal
2026-04-24T17:38:49.550162+00:00,e2bbc962-b668-46b4-b40e-fdef3268867e,u_1100,nlucas@example.org,Khobar,web,GET,/auth/me,200,11,57382,0,normal
2026-04-24T17:38:52.115987+00:00,3d96144a-c747-4810-9b3e-dd95db104b2e,u_1114,daniellewilson@example.com,Jeddah,web,GET,/auth/me,200,15,28853,0,normal
2026-04-24T17:38:53.174034+00:00,608e8e6a-d6fa-4199-a311-22533d626885,u_1123,armstrongjason@example.net,London,ios,POST,/users/u_1123/wallet/withdraw,200,33,11493,0,normal
2026-04-24T17:38:53.220414+00:00,608e8e6a-d6fa-4199-a311-22533d626885,u_1123,armstrongjason@example.net,London,ios,POST,/auth/sign-out,200,46,0,0,normal
2026-04-24T17:38:56.650925+00:00,81bea5d4-cc14-46c0-960c-f039203c1e28,u_1087,taylor86@example.org,Mecca,ios,POST,/users/u_1087/wallet/withdraw,200,29,17457,0,normal
2026-04-24T17:38:59.187855+00:00,f8427a46-dae9-4928-acfd-b368b67ffdfb,u_1119,rallen@example.com,Riyadh,android,GET,/users/u_1119/wallet,200,14,53299,0,normal
2026-04-24T17:38:59.907807+00:00,82c582a3-ca78-48d5-a405-47c102f94221,u_1119,rallen@example.com,Riyadh,android,GET,/auth/me,200,17,45081,0,normal
2026-04-24T17:39:00.799527+00:00,3d96144a-c747-4810-9b3e-dd95db104b2e,u_1114,daniellewilson@example.com,Jeddah,web,GET,/users/u_1114/wallet,200,9,8672,0,normal
2026-04-24T17:39:00.815345+00:00,3d96144a-c747-4810-9b3e-dd95db104b2e,u_1114,daniellewilson@example.com,Jeddah,web,POST,/auth/sign-out,200,15,0,0,normal
2026-04-24T17:39:03.798823+00:00,81bea5d4-cc14-46c0-960c-f039203c1e28,u_1087,taylor86@example.org,Mecca,ios,POST,/users/u_1087/wallet/topup,200,35,7110,0,normal
2026-04-24T17:39:05.730841+00:00,3a176399-cba5-4f64-9917-472e0cd9b78d,u_1125,fitzpatrickerin@example.org,Kuala Lumpur,web,POST,/auth/sign-in,200,126,2921,0,normal
2026-04-24T17:39:05.898936+00:00,81bea5d4-cc14-46c0-960c-f039203c1e28,u_1087,taylor86@example.org,Mecca,ios,GET,/users/u_1087/wallet,200,9,2089,0,normal
2026-04-24T17:39:05.914736+00:00,81bea5d4-cc14-46c0-960c-f039203c1e28,u_1087,taylor86@example.org,Mecca,ios,POST,/auth/sign-out,200,15,0,0,normal
2026-04-24T17:39:06.222432+00:00,64dfc8eb-ff7d-4124-8cdf-642b9196179b,u_1133,josephlopez@example.org,Abha,ios,POST,/auth/sign-in,401,117,11382,0,normal
2026-04-24T17:39:12.327546+00:00,3a176399-cba5-4f64-9917-472e0cd9b78d,u_1125,fitzpatrickerin@example.org,Kuala Lumpur,web,GET,/auth/me,200,14,6580,0,normal
2026-04-24T17:39:13.483447+00:00,64dfc8eb-ff7d-4124-8cdf-642b9196179b,u_1133,josephlopez@example.org,Abha,ios,POST,/auth/sign-in,200,110,7146,0,normal
2026-04-24T17:39:14.481680+00:00,f8427a46-dae9-4928-acfd-b368b67ffdfb,u_1119,rallen@example.com,Riyadh,android,GET,/users/u_1119/bank-accounts,200,13,15278,0,normal
2026-04-24T17:39:14.503666+00:00,f8427a46-dae9-4928-acfd-b368b67ffdfb,u_1119,rallen@example.com,Riyadh,android,POST,/auth/sign-out,200,21,0,0,normal
2026-04-24T17:39:16.130545+00:00,e2bbc962-b668-46b4-b40e-fdef3268867e,u_1100,nlucas@example.org,Khobar,web,GET,/users/u_1100/bank-accounts,200,14,26563,0,normal
2026-04-24T17:39:18.285264+00:00,774fb6e2-5ae5-44b6-a3a1-a15af3362fb9,u_1090,whitejessica@example.org,Buraidah,web,POST,/users/u_1090/wallet/transfer/u_1110,200,55,48172,0,normal
2026-04-24T17:39:19.438282+00:00,64dfc8eb-ff7d-4124-8cdf-642b9196179b,u_1133,josephlopez@example.org,Abha,ios,GET,/auth/me,200,13,5939,0,normal
2026-04-24T17:39:19.576362+00:00,e2bbc962-b668-46b4-b40e-fdef3268867e,u_1100,nlucas@example.org,Khobar,web,GET,/users/u_1100/wallet,200,13,3431,0,normal
2026-04-24T17:39:19.599911+00:00,e2bbc962-b668-46b4-b40e-fdef3268867e,u_1100,nlucas@example.org,Khobar,web,POST,/auth/sign-out,200,23,0,0,normal
2026-04-24T17:39:19.633049+00:00,fadfd57c-498e-48a2-9c3f-8e034a1b8b52,u_1133,josephlopez@example.org,Abha,ios,POST,/auth/sign-in,200,97,4288,0,normal
2026-04-24T17:39:20.644299+00:00,3a176399-cba5-4f64-9917-472e0cd9b78d,u_1125,fitzpatrickerin@example.org,Kuala Lumpur,web,GET,/auth/me,200,13,8301,0,normal
2026-04-24T17:39:23.473830+00:00,774fb6e2-5ae5-44b6-a3a1-a15af3362fb9,u_1090,whitejessica@example.org,Buraidah,web,POST,/users/u_1090/wallet/pay-bill,200,41,5145,0,normal
2026-04-24T17:39:24.957969+00:00,ad22b6a5-1b2e-45ce-9a83-9585ae3a6f0d,u_1088,charleswatkins@example.com,Khobar,android,POST,/users/u_1088/wallet/transfer/u_1112,200,39,58067,0,normal
2026-04-24T17:39:29.422812+00:00,774fb6e2-5ae5-44b6-a3a1-a15af3362fb9,u_1090,whitejessica@example.org,Buraidah,web,POST,/users/u_1090/wallet/topup,200,39,5907,0,normal
2026-04-24T17:39:29.454297+00:00,774fb6e2-5ae5-44b6-a3a1-a15af3362fb9,u_1090,whitejessica@example.org,Buraidah,web,POST,/auth/sign-out,200,31,0,0,normal
2026-04-24T17:39:31.126234+00:00,a708e270-0fa1-495e-82e8-a44ae228d31c,u_1098,jessenichols@example.org,Tabuk,web,POST,/users/u_1098/wallet/topup,200,32,42329,0,normal
2026-04-24T17:39:32.104924+00:00,7312c185-dc07-4d3d-804f-3fdfa6e0b009,u_1095,james75@example.net,Abha,android,POST,/users/u_1095/wallet/pay-bill,200,41,49699,0,normal
2026-04-24T17:39:34.930613+00:00,a708e270-0fa1-495e-82e8-a44ae228d31c,u_1098,jessenichols@example.org,Tabuk,web,POST,/users/u_1098/wallet/topup,200,38,3765,0,normal
2026-04-24T17:39:35.082854+00:00,82c582a3-ca78-48d5-a405-47c102f94221,u_1119,rallen@example.com,Riyadh,android,GET,/auth/me,200,8,35164,0,normal
2026-04-24T17:39:35.615753+00:00,64dfc8eb-ff7d-4124-8cdf-642b9196179b,u_1133,josephlopez@example.org,Abha,ios,GET,/users/u_1133/wallet,200,13,16162,0,normal
2026-04-24T17:39:36.023334+00:00,ad22b6a5-1b2e-45ce-9a83-9585ae3a6f0d,u_1088,charleswatkins@example.com,Khobar,android,POST,/users/u_1088/wallet/transfer/u_1101,200,65,10999,0,normal
2026-04-24T17:39:36.391595+00:00,a708e270-0fa1-495e-82e8-a44ae228d31c,u_1098,jessenichols@example.org,Tabuk,web,GET,/users/u_1098,200,8,1451,0,normal
2026-04-24T17:39:38.100689+00:00,ad22b6a5-1b2e-45ce-9a83-9585ae3a6f0d,u_1088,charleswatkins@example.com,Khobar,android,POST,/users/u_1088/wallet/transfer/u_1117,200,34,2041,0,normal
2026-04-24T17:39:39.662410+00:00,64dfc8eb-ff7d-4124-8cdf-642b9196179b,u_1133,josephlopez@example.org,Abha,ios,GET,/users/u_1133/wallet,200,12,4032,0,normal
2026-04-24T17:39:42.660382+00:00,a708e270-0fa1-495e-82e8-a44ae228d31c,u_1098,jessenichols@example.org,Tabuk,web,POST,/users/u_1098/wallet/pay-bill,200,17,6249,0,normal
2026-04-24T17:39:46.340814+00:00,ad22b6a5-1b2e-45ce-9a83-9585ae3a6f0d,u_1088,charleswatkins@example.com,Khobar,android,GET,/users/u_1088/payments,200,7,8231,0,normal
2026-04-24T17:39:48.089363+00:00,64dfc8eb-ff7d-4124-8cdf-642b9196179b,u_1133,josephlopez@example.org,Abha,ios,POST,/users/u_1133/wallet/topup,200,20,8405,0,normal
2026-04-24T17:39:48.106775+00:00,64dfc8eb-ff7d-4124-8cdf-642b9196179b,u_1133,josephlopez@example.org,Abha,ios,POST,/auth/sign-out,200,17,0,0,normal
2026-04-24T17:39:49.816037+00:00,4788ad19-8055-4f95-a578-6ad73a2e1729,u_1088,charleswatkins@example.com,Khobar,android,POST,/auth/sign-in,200,84,1369,0,normal
2026-04-24T17:39:55.349451+00:00,cc4d1201-b306-4a33-8563-7112a3178c26,u_1098,jessenichols@example.org,Tabuk,web,POST,/auth/sign-in,200,132,33802,0,normal
2026-04-24T17:39:58.198061+00:00,b55662cc-d0b5-49ce-8480-78d24c026b39,u_1103,khayden@example.net,Dammam,android,POST,/auth/sign-in,200,127,50177,0,normal
2026-04-24T17:40:02.825364+00:00,fadfd57c-498e-48a2-9c3f-8e034a1b8b52,u_1133,josephlopez@example.org,Abha,ios,GET,/users/u_1133,200,7,43182,0,normal
2026-04-24T17:40:06.254533+00:00,b55662cc-d0b5-49ce-8480-78d24c026b39,u_1103,khayden@example.net,Dammam,android,POST,/users/u_1103/wallet/transfer/u_1087,200,30,8025,0,normal
2026-04-24T17:40:07.363002+00:00,b55662cc-d0b5-49ce-8480-78d24c026b39,u_1103,khayden@example.net,Dammam,android,POST,/users/u_1103/wallet/topup,200,40,1066,0,normal
2026-04-24T17:40:07.796491+00:00,3a176399-cba5-4f64-9917-472e0cd9b78d,u_1125,fitzpatrickerin@example.org,Kuala Lumpur,web,GET,/users/u_1125/wallet,200,8,47142,0,normal
2026-04-24T17:40:11.117531+00:00,3a176399-cba5-4f64-9917-472e0cd9b78d,u_1125,fitzpatrickerin@example.org,Kuala Lumpur,web,GET,/users/u_1125/payments,200,7,3313,0,normal
2026-04-24T17:40:11.365096+00:00,82c582a3-ca78-48d5-a405-47c102f94221,u_1119,rallen@example.com,Riyadh,android,POST,/users/u_1119/wallet/withdraw,200,31,36249,0,normal
2026-04-24T17:40:12.379808+00:00,fadfd57c-498e-48a2-9c3f-8e034a1b8b52,u_1133,josephlopez@example.org,Abha,ios,POST,/users/u_1133/wallet/pay-bill,200,20,9533,0,normal
2026-04-24T17:40:13.406121+00:00,b55662cc-d0b5-49ce-8480-78d24c026b39,u_1103,khayden@example.net,Dammam,android,POST,/users/u_1103/wallet/topup,200,20,6022,0,normal
2026-04-24T17:40:15.296657+00:00,4788ad19-8055-4f95-a578-6ad73a2e1729,u_1088,charleswatkins@example.com,Khobar,android,GET,/users/u_1088,200,6,25472,0,normal
2026-04-24T17:40:15.687861+00:00,b55662cc-d0b5-49ce-8480-78d24c026b39,u_1103,khayden@example.net,Dammam,android,POST,/users/u_1103/wallet/withdraw,200,20,2261,0,normal
2026-04-24T17:40:18.742325+00:00,7312c185-dc07-4d3d-804f-3fdfa6e0b009,u_1095,james75@example.net,Abha,android,GET,/users/u_1095/wallet,200,7,46627,0,normal
2026-04-24T17:40:21.926611+00:00,4788ad19-8055-4f95-a578-6ad73a2e1729,u_1088,charleswatkins@example.com,Khobar,android,GET,/users/u_1088/wallet,200,13,6615,0,normal
