session_id,user_id,email,geo_location,client_type,total_requests,session_duration_sec,requests_per_minute,requests_per_second,error_ratio,error_count,http_4xx_ratio,http_5xx_ratio,failed_login_count,login_attempts,failed_login_ratio,unique_endpoints,endpoint_entropy,admin_action_count,admin_ratio,has_admin_access,wallet_action_ratio,transfer_count,topup_count,withdraw_count,pay_bill_count,financial_error_count,avg_think_time_ms,std_think_time_ms,min_think_time_ms,max_think_time_ms,think_time_cv,avg_response_time_ms
2e383b62-e1eb-4329-b96c-703a58f217e0,u_1242,turnerjonathan@example.net,Medina,android,4,77.9975,3.077,0.0513,0.0,0,0.0,0.0,0,1,0.0,4,2.0,0,0.0,0.0,0.25,0,0,0,0,0,29375.3333,14317.4662,10177.0,44547.0,0.4874,35.25
2f1be3fa-83a6-435d-ab54-2f1c77851cd1,u_1251,meyerspaul@example.com,London,web,16,370.4373,2.5915,0.0432,0.0,0,0.0,0.0,0,1,0.0,10,3.1556,0,0.0,0.0,0.5625,1,0,3,2,0,25290.7333,19157.5584,5112.0,59747.0,0.7575,37.1875
3000f1e1-9567-4cd1-8f02-a21e38f6fa71,u_1232,umartinez@example.org,Mecca,android,11,155.5141,4.244,0.0707,0.0,0,0.0,0.0,0,1,0.0,6,2.4131,0,0.0,0.0,0.8182,3,2,0,1,0,15653.4,17707.2676,1413.0,56478.0,1.1312,40.7273
32963792-ebfe-41e9-9126-e56e0e46bd35,u_1240,sabrinacolon@example.org,Jeddah,ios,3,51.4971,3.4953,0.0583,0.0,0,0.0,0.0,0,1,0.0,3,1.585,0,0.0,0.0,0.3333,0,0,0,0,0,52800.5,1342.5,51458.0,54143.0,0.0254,40.3333
3461b65b-a1a7-4166-9c22-876fbd8ef517,u_1243,anthonyfrench@example.net,Taif,android,4,64.7859,3.7045,0.0617,0.0,0,0.0,0.0,0,1,0.0,3,1.5,0,0.0,0.0,0.0,0,0,0,0,0,35076.6667,22097.9921,5705.0,59007.0,0.63,41.0
37d0e144-30e2-4ba2-825d-3b11583c42c0,u_1246,ewaters@example.org,Riyadh,android,9,116.3688,4.6404,0.0773,0.0,0,0.0,0.0,0,1,0.0,7,2.6416,0,0.0,0.0,0.6667,3,1,1,0,0,21744.875,18412.2705,2385.0,57910.0,0.8467,42.4444
3c467345-c4d3-45aa-a044-c50d29dd9fb5,u_1250,camachoheather@example.net,Jeddah,web,5,11.8783,25.2561,0.4209,0.0,0,0.0,0.0,0,1,0.0,4,1.9219,0,0.0,0.0,0.2,0,0,0,1,0,5150.0,2355.9504,2687.0,8804.0,0.4575,32.6
3e6558cb-c3f0-44b9-b167-f18933f73574,u_1251,meyerspaul@example.com,London,web,17,363.3111,2.8075,0.0468,0.0,0,0.0,0.0,0,1,0.0,10,3.1751,0,0.0,0.0,0.6471,2,3,3,1,0,23095.125,19101.7868,1384.0,57679.0,0.8271,38.2353
3efa693e-0d57-4453-8c36-92c9fdc21c25,u_1234,wilsonashley@example.net,Taif,android,4,17.6004,13.636,0.2273,0.0,0,0.0,0.0,0,1,0.0,4,2.0,0,0.0,0.0,0.5,1,0,0,0,0,19703.0,15609.1443,6372.0,41606.0,0.7922,47.0
40655859-527f-416f-9133-666c6a694d64,u_1245,gsmith@example.org,New York,ios,7,75.1903,5.5858,0.0931,0.0,0,0.0,0.0,0,1,0.0,4,1.8424,0,0.0,0.0,0.4286,0,0,0,0,0,13075.8333,9490.2861,3333.0,27409.0,0.7258,22.1429
40bf6b57-0c70-48a9-a245-9929d0ad5172,u_1237,bcampbell@example.com,Buraidah,ios,10,162.2317,3.6984,0.0616,0.0,0,0.0,0.0,0,1,0.0,7,2.6464,0,0.0,0.0,0.6,0,1,2,0,0,23539.8889,18552.5947,5446.0,52328.0,0.7881,32.4
43c10db5-e4e7-4880-9c7b-b3583d952532,u_1232,umartinez@example.org,Mecca,android,11,95.6208,6.9023,0.115,0.0909,1,0.0909,0.0,1,2,0.5,7,2.6635,0,0.0,0.0,0.7273,3,2,1,1,0,12746.6,8689.6543,2752.0,32364.0,0.6817,53.5455
45235f2d-6731-4e32-8fbc-97e91c71585c,u_1236,kmoss@example.org,New York,android,9,205.7683,2.6243,0.0437,0.0,0,0.0,0.0,0,1,0.0,7,2.6416,0,0.0,0.0,0.6667,1,1,3,1,0,32161.0,21922.9768,1697.0,55396.0,0.6817,45.1111
453b4e18-ceb2-4cf3-8bba-ddc976dc3d13,u_1244,mauricemann@example.net,Medina,ios,8,136.8754,3.5068,0.0584,0.0,0,0.0,0.0,0,1,0.0,5,2.1556,0,0.0,0.0,0.625,0,0,0,2,0,21028.7143,18071.1087,6643.0,53609.0,0.8594,29.5
46a41175-0285-4732-bf5a-8d7320e469e8,u_1247,millerchristina@example.org,Buraidah,ios,6,147.783,2.436,0.0406,0.0,0,0.0,0.0,0,1,0.0,4,1.7925,0,0.0,0.0,0.0,0,0,0,0,0,30212.4,17698.4585,3381.0,49147.0,0.5858,29.1667
4b2bde06-ac8c-4e11-ae0e-aa5a3a2903d7,u_1235,willie94@example.net,Jeddah,ios,9,191.3408,2.8222,0.047,0.0,0,0.0,0.0,0,1,0.0,8,2.9477,0,0.0,0.0,0.4444,2,0,0,1,0,25368.25,15412.566,4198.0,48644.0,0.6076,37.6667
51925b10-6ad9-483a-84dc-2bbbc3731bc1,u_1234,wilsonashley@example.net,Taif,android,11,111.2399,5.9331,0.0989,0.0,0,0.0,0.0,0,1,0.0,9,3.0958,0,0.0,0.0,0.5455,1,1,1,1,0,12218.7,13678.2458,2170.0,51068.0,1.1195,31.4545
5337d4b4-9ac6-4afd-8a63-51130fd3b0a9,u_1250,camachoheather@example.net,Jeddah,web,9,141.1737,3.8251,0.0638,0.0,0,0.0,0.0,0,1,0.0,7,2.7255,0,0.0,0.0,0.5556,2,1,0,0,0,18867.875,21267.6686,2174.0,58697.0,1.1272,31.8889
61fc0646-98eb-439f-9ef2-55b9b24f4b8e,u_1246,ewaters@example.org,Riyadh,android,7,77.5735,5.4142,0.0902,0.0,0,0.0,0.0,0,1,0.0,6,2.5216,0,0.0,0.0,0.4286,1,1,0,1,0,20809.5,21014.5332,3486.0,52914.0,1.0099,41.7143
62cd5d45-c412-46f1-b318-6012641322c2,u_1244,mauricemann@example.net,Medina,ios,6,57.8532,6.2226,0.1037,0.0,0,0.0,0.0,0,1,0.0,5,2.2516,0,0.0,0.0,0.6667,2,0,0,1,0,12467.8,7195.7721,4739.0,22144.0,0.5771,57.3333
65112c21-f273-4022-9c71-cffaa265c4cc,u_1234,wilsonashley@example.net,Taif,android,6,41.8531,8.6015,0.1434,0.0,0,0.0,0.0,0,1,0.0,3,1.2516,0,0.0,0.0,0.6667,4,0,0,0,0,9096.8,8161.0629,1722.0,24565.0,0.8971,54.3333
69da5285-3265-48a8-8915-dc01ee124154,u_1246,ewaters@example.org,Riyadh,android,7,98.9157,4.246,0.0708,0.0,0,0.0,0.0,0,1,0.0,6,2.5216,0,0.0,0.0,0.5714,2,1,1,0,0,23662.3333,19007.6863,4141.0,50291.0,0.8033,45.4286
7bd17ad3-1638-4fd0-97bd-62d3504be2af,u_1246,ewaters@example.org,Riyadh,android,7,26.7028,15.7287,0.2621,0.0,0,0.0,0.0,0,1,0.0,5,2.2359,0,0.0,0.0,0.4286,2,1,0,0,0,5412.8333,2656.1187,1597.0,9893.0,0.4907,52.0
7e1bc120-e2e6-4ef3-8c92-a3333bba8c84,u_1232,umartinez@example.org,Mecca,android,6,48.3596,7.4442,0.1241,0.0,0,0.0,0.0,0,1,0.0,4,1.7925,0,0.0,0.0,0.6667,0,1,0,3,0,21073.2,20953.4423,2358.0,57246.0,0.9943,53.5
8169eaa0-c4e6-4314-8e7e-7ae75310a18b,u_1237,bcampbell@example.com,Buraidah,ios,11,146.4922,4.5054,0.0751,0.0,0,0.0,0.0,0,1,0.0,11,3.4594,0,0.0,0.0,0.4545,1,1,1,1,0,15230.7,14953.3105,2386.0,45403.0,0.9818,34.5455
82aa45ee-3e81-4e9d-a65f-e15876479568,u_1249,jberger@example.net,Tabuk,android,9,113.2764,4.7671,0.0795,0.1111,1,0.0,0.1111,0,1,0.0,7,2.6416,0,0.0,0.0,0.4444,0,1,1,1,1,21407.5,18663.3337,1804.0,58265.0,0.8718,57.4444
82c301ff-015d-4d4d-80da-d21192b92349,u_1244,mauricemann@example.net,Medina,ios,12,139.774,5.1512,0.0859,0.0833,1,0.0833,0.0,1,2,0.5,8,2.9183,0,0.0,0.0,0.5,1,0,1,2,0,13326.0,17181.5915,1613.0,59977.0,1.2893,39.75
83a4f33f-8078-4158-8166-5b28f92ab67e,u_1251,meyerspaul@example.com,London,web,9,199.862,2.7019,0.045,0.0,0,0.0,0.0,0,1,0.0,6,2.4194,0,0.0,0.0,0.5556,1,0,0,3,0,25926.625,13425.6501,7796.0,53173.0,0.5178,39.7778
86cce20c-11fc-4255-8b7d-07ab76a38e90,u_1233,scottrebecca@example.net,Taif,android,8,125.9375,3.8114,0.0635,0.0,0,0.0,0.0,0,1,0.0,6,2.4056,0,0.0,0.0,0.5,3,1,0,0,0,19124.4286,17247.6399,2448.0,47022.0,0.9019,45.75
8b399a0c-fdc8-460c-b730-a0c3932446c8,u_1232,umartinez@example.org,Mecca,android,4,11.5672,20.7483,0.3458,0.0,0,0.0,0.0,0,1,0.0,4,2.0,0,0.0,0.0,0.0,0,0,0,0,0,4766.0,1531.8166,2795.0,6530.0,0.3214,35.25
8ba31497-dba4-4135-8827-14a7bf2f6095,u_1236,kmoss@example.org,New York,android,9,112.5341,4.7985,0.08,0.0,0,0.0,0.0,0,1,0.0,6,2.5033,0,0.0,0.0,0.7778,2,2,1,2,0,19407.75,17314.3303,1610.0,43146.0,0.8921,55.7778
8bdf99a5-fd3c-4c25-9ed1-c3b75b12065e,u_1234,wilsonashley@example.net,Taif,android,4,46.9166,5.1155,0.0853,0.0,0,0.0,0.0,0,1,0.0,4,2.0,0,0.0,0.0,0.25,0,0,1,0,0,19034.6667,14866.7809,6854.0,39966.0,0.781,51.25
94a3ade9-6426-4be9-863d-5f210a434855,u_1239,rothkristin@example.com,Buraidah,android,6,43.4875,8.2782,0.138,0.0,0,0.0,0.0,0,1,0.0,5,2.2516,0,0.0,0.0,0.1667,0,0,1,0,0,10887.2,5059.5143,4936.0,19617.0,0.4647,31.0
956ceeb1-ba06-48e1-89c0-3ce4135e4bdf,u_1241,smithtracey@example.org,Taif,web,6,47.0878,7.6453,0.1274,0.0,0,0.0,0.0,0,1,0.0,5,2.2516,0,0.0,0.0,0.3333,2,0,0,0,0,9882.6,4779.1095,2483.0,17515.0,0.4836,39.5
95b17c60-3a3b-4964-ba89-9b71c6f99dd9,u_1233,scottrebecca@example.net,Taif,android,11,223.6593,2.9509,0.0492,0.0,0,0.0,0.0,0,1,0.0,7,2.6635,0,0.0,0.0,0.5455,2,1,1,2,0,22509.1,20563.889,1584.0,59621.0,0.9136,44.8182
9619afa9-7346-43fa-949c-7e190b06764b,u_1234,wilsonashley@example.net,Taif,android,11,173.0,3.815,0.0636,0.0909,1,0.0909,0.0,1,2,0.5,7,2.7322,0,0.0,0.0,0.5455,2,0,0,2,0,17775.7,11368.6809,5186.0,35925.0,0.6396,44.8182
98e08db9-61b5-4c6e-8d6c-363e309ee4b6,u_1237,bcampbell@example.com,Buraidah,ios,8,235.5987,2.0374,0.034,0.125,1,0.125,0.0,1,2,0.5,6,2.5,0,0.0,0.0,0.375,0,0,2,1,0,34818.8571,23473.9716,4181.0,57283.0,0.6742,47.25
998a0e4a-ada8-4218-bfe5-dbc0dd020b9b,u_1233,scottrebecca@example.net,Taif,android,4,35.6699,6.7284,0.1121,0.0,0,0.0,0.0,0,1,0.0,4,2.0,0,0.0,0.0,0.25,0,0,0,1,0,12839.0,13110.9689,2936.0,31366.0,1.0212,40.5
9a502d32-7d87-4483-9698-bb80530b9be5,u_1243,anthonyfrench@example.net,Taif,android,10,197.2635,3.0416,0.0507,0.0,0,0.0,0.0,0,1,0.0,7,2.7219,0,0.0,0.0,0.7,2,2,0,2,0,22174.4444,18839.9384,2701.0,57773.0,0.8496,45.7
9c9443dd-fd76-4141-8f9f-d2625e9d630e,u_1246,ewaters@example.org,Riyadh,android,7,113.5349,3.6993,0.0617,0.0,0,0.0,0.0,0,1,0.0,6,2.5216,0,0.0,0.0,0.4286,2,0,0,0,0,20533.0,19608.8507,2493.0,57374.0,0.955,37.4286
9d19c978-5580-4a86-aafe-b3e70d32a95a,u_1237,bcampbell@example.com,Buraidah,ios,6,63.8389,5.6392,0.094,0.0,0,0.0,0.0,0,1,0.0,3,1.2516,0,0.0,0.0,0.6667,0,0,0,0,0,13969.0,10761.5158,2128.0,32351.0,0.7704,21.0
9d34d341-928f-4570-9be3-a5052985980b,u_1248,reedstephen@example.net,Taif,ios,9,103.88,5.1983,0.0866,0.0,0,0.0,0.0,0,2,0.0,7,2.7255,0,0.0,0.0,0.3333,0,0,1,0,0,13874.625,11759.9004,6722.0,44082.0,0.8476,32.5556
9d7d52de-5b2d-4533-b99b-e5243dd36fa7,u_1248,reedstephen@example.net,Taif,ios,9,39.377,13.7136,0.2286,0.0,0,0.0,0.0,0,1,0.0,6,2.5033,0,0.0,0.0,0.5556,2,0,2,0,0,5293.375,2838.9101,1892.0,11340.0,0.5363,39.6667
a09254dd-637b-4d12-b9b6-7032724dadd2,u_1247,millerchristina@example.org,Buraidah,ios,8,135.137,3.552,0.0592,0.0,0,0.0,0.0,0,1,0.0,6,2.5,0,0.0,0.0,0.375,1,0,0,0,0,23697.1429,17688.5898,3494.0,57369.0,0.7464,26.5
a6774830-f5ae-4ce8-ba02-ee6a3bc29f44,u_1234,wilsonashley@example.net,Taif,android,17,293.8461,3.4712,0.0579,0.0,0,0.0,0.0,0,1,0.0,9,3.0575,0,0.0,0.0,0.6471,1,2,3,3,0,21633.5,17475.4693,2930.0,59089.0,0.8078,39.8824
a7dbf831-c640-43f6-8f30-5249288aa818,u_1250,camachoheather@example.net,Jeddah,web,4,23.134,10.3743,0.1729,0.0,0,0.0,0.0,0,1,0.0,4,2.0,0,0.0,0.0,0.25,0,0,0,0,0,8111.6667,9564.6896,1288.0,21638.0,1.1791,43.25
a95ef635-b71a-4dfc-bfb2-d89e8d185300,u_1237,bcampbell@example.com,Buraidah,ios,11,192.8281,3.4227,0.057,0.0,0,0.0,0.0,0,2,0.0,6,2.2222,0,0.0,0.0,0.6364,5,0,0,1,0,20056.7,16121.9226,1594.0,57969.0,0.8038,46.5455
aa094464-384d-4c43-aaa4-e79ccf73d561,u_1239,rothkristin@example.com,Buraidah,android,8,116.6795,4.1138,0.0686,0.0,0,0.0,0.0,0,1,0.0,6,2.5,0,0.0,0.0,0.25,0,0,1,0,0,17710.1429,17867.7838,1599.0,48325.0,1.0089,26.25
aae92923-60ab-4297-a690-3bbd293603cf,u_1234,wilsonashley@example.net,Taif,android,5,83.5192,3.592,0.0599,0.0,0,0.0,0.0,0,1,0.0,4,1.9219,0,0.0,0.0,0.0,0,0,0,0,0,24657.0,17318.0129,7313.0,53051.0,0.7024,27.2
ac48a6e0-528c-453d-9e0e-73dacf3c62a8,u_1248,reedstephen@example.net,Taif,ios,4,44.9514,5.3391,0.089,0.0,0,0.0,0.0,0,1,0.0,4,2.0,0,0.0,0.0,0.25,0,1,0,0,0,32249.3333,19543.731,5591.0,51898.0,0.606,48.75
ad8ac8e9-d58d-4e5e-a267-d6803fc6566a,u_1250,camachoheather@example.net,Jeddah,web,4,77.746,3.087,0.0514,0.0,0,0.0,0.0,0,1,0.0,4,2.0,0,0.0,0.0,0.0,0,0,0,0,0,27188.3333,16991.3931,3887.0,43923.0,0.625,39.0
b4b36468-7fca-4fe6-a6c9-fd81d082f885,u_1242,turnerjonathan@example.net,Medina,android,17,335.9098,3.0365,0.0506,0.0,0,0.0,0.0,0,1,0.0,8,2.6543,0,0.0,0.0,0.7059,1,1,1,5,0,21066.0625,19524.4063,1683.0,55522.0,0.9268,33.9412
be2e4524-6305-4174-af1c-d9a006cd3df1,u_1235,willie94@example.net,Jeddah,ios,8,137.4734,3.4916,0.0582,0.125,1,0.0,0.125,0,1,0.0,6,2.4056,0,0.0,0.0,0.625,3,1,1,0,1,20443.2857,21714.2654,2445.0,58293.0,1.0622,46.125
c07e153b-4b36-43fc-a617-6bd2bb290f46,u_1236,kmoss@example.org,New York,android,7,37.3181,11.2546,0.1876,0.0,0,0.0,0.0,0,1,0.0,6,2.5216,0,0.0,0.0,0.2857,1,0,1,0,0,7795.8333,1720.623,5015.0,9888.0,0.2207,39.2857
c0ca05ac-1655-4260-a17e-014743d521a1,u_1248,reedstephen@example.net,Taif,ios,3,3.6373,49.4866,0.8248,0.0,0,0.0,0.0,0,1,0.0,3,1.585,0,0.0,0.0,0.0,0,0,0,0,0,11046.0,7458.0,3588.0,18504.0,0.6752,42.0
c1d7fd2e-af0e-4e8f-81ec-a4065d925183,u_1244,mauricemann@example.net,Medina,ios,7,73.2402,5.7346,0.0956,0.0,0,0.0,0.0,0,1,0.0,6,2.5216,0,0.0,0.0,0.4286,1,0,0,0,0,13783.3333,12454.0959,3179.0,41011.0,0.9036,27.5714
c8f56978-4ac6-4a71-938b-7dce997e9b0a,u_1232,umartinez@example.org,Mecca,android,11,167.403,3.9426,0.0657,0.0,0,0.0,0.0,0,1,0.0,8,2.8454,0,0.0,0.0,0.4545,0,1,0,3,0,17328.7,17406.0854,1088.0,51447.0,1.0045,34.7273
cb2e67b8-4cee-4e73-91aa-4dbd4b25a89d,u_1239,rothkristin@example.com,Buraidah,android,6,23.172,15.536,0.2589,0.0,0,0.0,0.0,0,1,0.0,6,2.585,0,0.0,0.0,0.5,1,0,1,0,0,5855.8,3829.4498,1238.0,11542.0,0.654,40.6667
cc675e65-6f90-432d-b78a-103238bef095,u_1234,wilsonashley@example.net,Taif,android,4,79.188,3.0308,0.0505,0.0,0,0.0,0.0,0,1,0.0,4,2.0,0,0.0,0.0,0.25,1,0,0,0,0,28573.6667,18593.6035,6630.0,52093.0,0.6507,51.0
cce24a49-cb23-41d1-a529-463c914fca1b,u_1244,mauricemann@example.net,Medina,ios,5,19.9137,15.065,0.2511,0.0,0,0.0,0.0,0,1,0.0,5,2.3219,0,0.0,0.0,0.2,0,0,1,0,0,13973.75,13276.5745,1064.0,36085.0,0.9501,38.4
d0042878-3c28-4056-b206-1ccad2c270b0,u_1238,james70@example.com,Khobar,ios,8,140.0546,3.4272,0.0571,0.0,0,0.0,0.0,0,1,0.0,7,2.75,0,0.0,0.0,0.25,0,0,1,0,0,25090.4286,13517.7075,5467.0,41749.0,0.5388,32.125
d197f618-d54f-4814-92d9-b8b00b7f71d1,u_1247,millerchristina@example.org,Buraidah,ios,4,5.7372,41.8325,0.6972,0.0,0,0.0,0.0,0,1,0.0,3,1.5,0,0.0,0.0,0.0,0,0,0,0,0,3781.0,1391.4894,2311.0,5649.0,0.368,32.25
d6179542-79a5-475f-a8ff-949c3e21fe20,u_1233,scottrebecca@example.net,Taif,android,9,79.4291,6.7985,0.1133,0.0,0,0.0,0.0,0,1,0.0,5,2.1133,0,0.0,0.0,0.4444,3,0,1,0,0,13560.25,11966.3522,3374.0,36791.0,0.8825,46.0
d8ec5cde-8c21-49db-a6be-3946229fadde,u_1248,reedstephen@example.net,Taif,ios,5,94.5967,3.1714,0.0529,0.0,0,0.0,0.0,0,1,0.0,4,1.9219,0,0.0,0.0,0.4,0,0,0,0,0,25816.5,20941.4013,5503.0,57726.0,0.8112,36.2
dea23f64-a9b2-4111-ae49-a2e10946d199,u_1248,reedstephen@example.net,Taif,ios,5,71.6228,4.1886,0.0698,0.0,0,0.0,0.0,0,1,0.0,4,1.9219,0,0.0,0.0,0.6,1,0,0,0,0,18324.75,16510.9042,1765.0,43516.0,0.901,34.4
df7c85a7-0060-46e8-9337-4495c40650c2,u_1244,mauricemann@example.net,Medina,ios,11,168.1254,3.9256,0.0654,0.0,0,0.0,0.0,0,1,0.0,8,2.914,0,0.0,0.0,0.5455,2,1,0,1,0,19718.6,15152.2784,2264.0,50374.0,0.7684,35.9091
e2f8185a-2125-40d9-8cb5-f0cc8dc59c26,u_1246,ewaters@example.org,Riyadh,android,8,77.877,6.1636,0.1027,0.0,0,0.0,0.0,0,1,0.0,7,2.75,0,0.0,0.0,0.375,0,1,0,0,0,15071.4286,9889.6617,5231.0,32741.0,0.6562,32.5
e4f521ce-dc33-479b-968f-cbafe61b49b6,u_1232,umartinez@example.org,Mecca,android,5,46.3623,6.4708,0.1078,0.0,0,0.0,0.0,0,1,0.0,5,2.3219,0,0.0,0.0,0.2,1,0,0,0,0,13302.75,13314.9114,4226.0,36303.0,1.0009,37.4
e5181b33-c56a-4c5a-9400-fec8fa781556,u_1246,ewaters@example.org,Riyadh,android,5,18.6763,16.0631,0.2677,0.0,0,0.0,0.0,0,1,0.0,5,2.3219,0,0.0,0.0,0.2,1,0,0,0,0,5937.75,2967.8743,1729.0,9955.0,0.4998,50.6
e90960d3-080e-43c4-8849-2a99414098eb,u_1245,gsmith@example.org,New York,ios,13,159.8484,4.8796,0.0813,0.0,0,0.0,0.0,0,1,0.0,9,2.9312,0,0.0,0.0,0.4615,1,4,0,1,0,13429.9167,18395.6843,1058.0,55990.0,1.3698,38.7692
ea996ea0-923e-4dfb-b4bc-8ea83be1ff7c,u_1251,meyerspaul@example.com,London,web,6,192.7233,1.868,0.0311,0.0,0,0.0,0.0,0,1,0.0,4,1.7925,0,0.0,0.0,0.6667,3,0,0,0,0,46560.6,7530.5091,40288.0,59634.0,0.1617,52.6667
ec3628a1-b569-41c3-bfc5-f2bb90cfdec0,u_1237,bcampbell@example.com,Buraidah,ios,8,88.5578,5.4202,0.0903,0.0,0,0.0,0.0,0,1,0.0,6,2.5,0,0.0,0.0,0.5,0,0,1,1,0,13048.1429,9386.068,2939.0,35007.0,0.7193,29.875
eddc407a-a169-4f81-842c-9496165eeb59,u_1236,kmoss@example.org,New York,android,11,167.5648,3.9388,0.0656,0.0,0,0.0,0.0,0,1,0.0,7,2.5503,0,0.0,0.0,0.7273,4,1,0,1,0,17085.6,16110.4867,2458.0,50156.0,0.9429,40.6364
f3e169ea-e990-43ce-b761-6da8fdda9004,u_1238,james70@example.com,Khobar,ios,4,16.3524,14.6767,0.2446,0.0,0,0.0,0.0,0,1,0.0,4,2.0,0,0.0,0.0,0.25,0,0,0,0,0,6461.0,3152.3776,3078.0,10667.0,0.4879,34.0
f9e424ff-2f15-4aac-bb96-7a14e57908d9,u_1247,millerchristina@example.org,Buraidah,ios,10,184.4252,3.2534,0.0542,0.0,0,0.0,0.0,0,1,0.0,7,2.5219,0,0.0,0.0,0.7,1,4,0,1,0,22517.6667,16947.6456,1920.0,55402.0,0.7526,47.4
fab202ef-07d7-49a3-a857-6963ad512d40,u_1248,reedstephen@example.net,Taif,ios,8,146.9805,3.2657,0.0544,0.0,0,0.0,0.0,0,1,0.0,4,1.75,0,0.0,0.0,0.0,0,0,0,0,0,22526.7143,16607.4691,5947.0,49175.0,0.7372,29.375
fb0dc742-13bf-4020-a31d-ba73a9de6007,u_1246,ewaters@example.org,Riyadh,android,5,51.1858,5.861,0.0977,0.0,0,0.0,0.0,0,1,0.0,4,1.9219,0,0.0,0.0,0.0,0,0,0,0,0,23388.25,16199.4425,5096.0,42417.0,0.6926,25.4
