session_id,user_id,email,persona,geo_location,client_type,total_requests,session_duration_sec,requests_per_minute,failed_login_count,error_ratio,error_4xx_count,error_5xx_count,unique_endpoints,endpoint_entropy,has_admin_access,admin_action_count,wallet_action_count,wallet_action_ratio,transfer_count,topup_count,withdraw_count,pay_bill_count,financial_error_count,avg_think_time_ms,std_think_time_ms,avg_response_time_ms,min_think_time_ms
bed656d1-05cb-4303-90ac-8f4e1430d93e,u_1195,kerri06@example.net,casual,Jeddah,ios,5,22.27,13.47,0,0.2,1,0,5,2.3219,0,0,1,0.2,0,0,1,0,1,7812.0,2547.23,18.8,3620
11346403-8d6e-44cd-bfbb-14bc23db60e7,u_1166,daniel50@example.org,casual,Abha,android,8,52.21,9.19,0,0.0,0,0,7,2.75,0,0,4,0.5,1,1,0,0,0,8578.71,1210.16,21.75,6696
959be000-5acd-4060-80e5-8ebae3310ccc,unknown,omiller@example.com,transactor,Riyadh,android,11,30.37,21.73,1,0.2727,2,1,7,2.7322,0,0,6,0.5455,2,2,0,2,0,3147.8,1396.49,28.27,1043
69e4b338-94b5-4e07-a34e-4b0d4e4330ba,u_1157,dana43@example.org,power_user,Riyadh,ios,17,19.32,52.81,0,0.3529,3,3,12,3.4548,0,0,10,0.5882,3,2,2,2,0,1299.31,544.75,25.35,615
0e782d0e-7635-459c-95af-f5a0bf01a5f6,admin_1,admin@rasd.local,admin,Tabuk,web,7,6.83,61.45,0,0.0,0,0,6,2.5216,1,7,0,0.0,0,0,0,0,0,1287.33,285.3,31.86,893
6bd7171c-e19c-48fa-a0c9-e6afc474c86a,unknown,stanleyjacqueline@example.com,power_user,Medina,web,18,3.73,289.44,8,0.6667,12,0,7,2.1405,1,4,0,0.0,0,0,0,0,0,0.0,0.0,16.17,0
c7a2fb3a-c2e0-44b6-852d-5c8ef5935b94,u_1164,njones@example.net,power_user,Medina,ios,9,7.67,70.44,0,0.4444,4,0,8,2.9477,0,0,5,0.5556,2,0,2,0,0,1046.62,460.41,24.44,551
5164646b-c260-4f1a-af5b-9202f094e51d,u_1185,petermcfarland@example.net,transactor,Abha,ios,7,19.38,21.67,0,0.2857,2,0,6,2.5216,0,0,4,0.5714,0,0,1,1,0,3557.33,1134.31,23.86,2141
7a4b543e-dc55-4935-adec-fa352cac7c40,u_1166,daniel50@example.org,casual,Abha,android,10,52.7,11.39,0,0.0,0,0,9,3.1219,0,0,4,0.4,1,2,0,0,0,8089.43,2310.87,23.2,4438
7e6fb641-dbb1-4b65-802a-c76425fb0207,u_1172,stanleyjacqueline@example.com,casual,Medina,web,6,37.22,9.67,0,0.0,0,0,5,2.2516,0,0,2,0.3333,0,0,0,0,0,9330.6,1372.88,15.5,6925
a4dc1145-cbb3-4e99-96a0-64f8c807b822,u_1171,victorchen@example.com,transactor,Dammam,web,8,17.12,28.03,0,0.625,5,0,6,2.4056,0,0,5,0.625,4,0,0,1,0,3062.29,1268.37,26.62,1586
55015a97-2509-41ac-97b5-1dd656ae1417,u_1185,petermcfarland@example.net,confused,Abha,ios,4,33.75,7.11,0,0.25,1,0,4,2.0,0,0,1,0.25,0,0,1,0,0,18809.67,6116.46,26.0,10171
abf9bf09-055e-49d8-b26c-c087ac7ecbdf,u_1185,petermcfarland@example.net,casual,Abha,ios,13,1.23,634.33,0,0.4615,5,1,8,2.8731,0,0,0,0.0,0,0,0,0,0,0.0,0.0,28.85,0
3e133d53-7415-4e13-83ee-a7031f281a74,admin_1,admin@rasd.local,admin,Mecca,web,37,52.62,42.19,0,0.0,0,0,6,2.1879,1,37,0,0.0,0,0,0,0,0,1459.17,410.26,28.32,604
b7f3dbe0-d5e4-4f5a-afa8-b367496fa772,u_1159,tammyarmstrong@example.com,transactor,Buraidah,web,16,1.61,596.24,0,0.5,8,0,7,2.5244,0,0,0,0.0,0,0,0,0,0,0.0,0.0,25.0,0
d4ff0b53-f3ab-4a27-adf9-d2bdc00e85b1,unknown,sarah65@example.com,casual,Taif,android,15,3.15,285.94,4,0.5333,8,0,7,2.3589,1,4,0,0.0,0,0,0,0,0,0.0,0.0,15.53,0
3e60221a-4fb9-446c-88ac-023f433454ea,u_1160,blackpatrick@example.org,power_user,Buraidah,web,17,25.67,39.74,0,0.2353,4,0,11,3.2639,0,0,10,0.5882,1,2,2,1,0,1715.12,614.52,19.0,517
8d064ed3-8502-4636-9e21-54a189b8d29f,u_1157,dana43@example.org,power_user,Riyadh,ios,9,9.92,54.41,0,0.1111,1,0,7,2.7255,0,0,5,0.5556,2,0,1,2,0,1278.25,513.53,29.78,525
fe53e1c6-d5fc-492d-9fb7-179a10259385,unknown,taif.alsaadi@gmail.com,casual,Mecca,android,17,2.8,364.84,5,0.5294,9,0,7,2.2628,1,4,0,0.0,0,0,0,0,0,0.0,0.0,21.29,0
6ad540fb-5275-4317-978b-3eedbaaf8f5e,u_1226,scottwelch@example.org,casual,Jeddah,android,4,11.8,20.34,0,0.0,0,0,4,2.0,0,0,1,0.25,0,0,0,0,0,7489.0,2832.06,16.75,3815
982d7284-3414-489d-8653-b5212db3b257,u_1173,sara35@example.net,casual,Dammam,ios,5,22.92,13.09,0,0.2,1,0,5,2.3219,0,0,3,0.6,0,1,1,0,0,6932.5,1518.53,24.6,4915
40945776-914b-4cc5-9530-c1f984d8e825,unknown,daniel50@example.org,transactor,Abha,android,18,3.63,297.73,6,0.5556,10,0,7,2.2165,1,4,0,0.0,0,0,0,0,0,0.0,0.0,16.06,0
3e49d948-1e8c-4deb-9104-8a2e0719d966,u_1171,victorchen@example.com,casual,Dammam,web,5,34.63,8.66,0,0.0,0,0,5,2.3219,0,0,0,0.0,0,0,0,0,0,9415.5,3642.14,20.4,3113
875e90b2-ee9a-470a-a857-7b04933d4e64,u_1215,stevenskyle@example.org,power_user,Buraidah,android,15,18.08,49.78,0,0.3333,5,0,11,3.3232,0,0,8,0.5333,4,2,1,1,0,1404.5,638.77,23.07,523
2a9cf210-24e1-4d4b-aa18-042abfd5849e,u_1207,kellychristopher@example.org,casual,Tabuk,web,4,16.83,14.26,0,0.0,0,0,4,2.0,0,0,1,0.25,0,0,0,0,0,8943.0,1160.26,26.25,7347
ce7ecaaf-b442-4aed-89b7-dc7eb15297bb,u_1161,kennedymatthew@example.net,casual,Buraidah,web,5,23.97,12.51,0,0.2,1,0,5,2.3219,0,0,2,0.4,1,0,0,0,0,8739.0,2980.67,14.0,4174
31c396f2-b98f-46df-8448-d49ea9bd1e28,u_1206,elliottrussell@example.org,transactor,Riyadh,web,8,16.82,28.53,0,0.25,1,1,7,2.75,0,0,5,0.625,4,0,1,0,0,2731.57,976.65,26.38,1536
edaeadae-7aa5-4c23-923d-33ff25c8a358,u_1188,tjackson@example.com,transactor,Medina,ios,9,22.3,24.21,0,0.3333,3,0,7,2.7255,0,0,4,0.4444,1,0,0,2,0,3135.12,1163.75,20.78,1016
0520bbbb-e4d5-4538-835b-39277b2065d3,u_1177,donaldsmith@example.org,casual,Khobar,ios,13,1.15,676.99,0,0.6154,7,1,7,2.6612,0,0,0,0.0,0,0,0,0,0,0.0,0.0,26.54,0
a5a6a906-cd4f-4d93-82d5-2333c881bcca,u_1187,baileychristian@example.org,casual,Dammam,android,7,35.58,11.8,0,0.1429,1,0,6,2.5216,0,0,1,0.1429,0,0,1,0,0,6956.0,1315.24,27.14,5715
6bd522d0-37b0-48d8-834f-8149cbc3a74a,u_1187,baileychristian@example.org,casual,Dammam,android,6,26.83,13.42,0,0.1667,1,0,5,2.2516,0,0,1,0.1667,0,0,0,1,0,6482.8,1818.49,21.33,4130
d6dda50f-563a-407c-a976-2bc61eebe602,u_1209,wmendez@example.org,casual,Tabuk,android,8,43.67,10.99,0,0.0,0,0,6,2.5,0,0,2,0.25,0,1,0,0,0,7097.0,2628.62,18.5,4436
d4ddf29d-5eda-4f60-a77f-87e59c10b460,u_1205,jacob31@example.org,transactor,Abha,ios,10,18.78,31.95,0,0.2,1,1,8,2.8464,0,0,5,0.5,2,3,0,0,0,2478.0,1311.81,25.8,1233
f814282f-8371-416c-8c1e-18bca31a5057,u_1204,jhernandez@example.com,casual,Taif,ios,8,40.33,11.9,0,0.125,1,0,8,3.0,0,0,2,0.25,0,0,1,0,0,7192.0,2644.84,18.12,3541
da8f5955-863c-412d-9e29-c70cac9db358,unknown,elliottrussell@example.org,transactor,Riyadh,web,10,23.83,25.17,1,0.4,4,0,7,2.6464,0,0,6,0.6,1,1,1,3,0,3116.67,1174.91,33.4,1518
3f1a4a0a-e735-4870-82c7-1c63b9eb1ecf,unknown,baileychristian@example.org,confused,Dammam,android,16,3.67,261.39,7,0.6875,11,0,7,2.2028,1,4,0,0.0,0,0,0,0,0,0.0,0.0,20.88,0
4149b02f-b60a-4664-a505-12ed92c9884d,u_1205,jacob31@example.org,power_user,Abha,ios,13,17.08,45.68,0,0.0769,0,1,8,2.8151,0,0,9,0.6923,0,3,1,2,0,1445.67,629.01,23.69,519
a4c4a079-b234-4627-b710-7c0c994cca65,unknown,gonzalezpamela@example.org,casual,Riyadh,web,16,4.03,238.3,5,0.5625,9,0,7,2.305,1,4,0,0.0,0,0,0,0,0,0.0,0.0,16.56,0
ed98d638-8a00-45df-8f5f-bea426b9b7d3,u_1188,tjackson@example.com,casual,Medina,ios,4,17.06,14.06,0,0.0,0,0,4,2.0,0,0,1,0.25,0,0,0,0,0,7801.67,1734.36,22.0,6394
e252453a-f910-4413-bcad-21dc02d6d752,u_1193,jamesjoseph@example.com,casual,Riyadh,android,4,12.9,18.61,0,0.0,0,0,3,1.5,0,0,0,0.0,0,0,0,0,0,6496.67,1149.46,17.75,5021
59fdb0ba-d76a-4ad0-94c2-b25c1dc36e33,u_1167,vanessa22@example.org,casual,Khobar,ios,7,43.84,9.58,0,0.2857,2,0,6,2.5216,0,0,3,0.4286,1,0,0,1,0,8939.67,1567.01,17.71,6466
4b0abcb4-061d-48ec-9d08-1f24e322417f,u_1213,ogutierrez@example.net,confused,Medina,web,4,40.93,5.86,0,0.0,0,0,4,2.0,0,0,0,0.0,0,0,0,0,0,21894.0,2405.24,27.5,18924
299db6b9-84c4-4ed4-a279-fff3cef703d0,u_1172,stanleyjacqueline@example.com,casual,Medina,web,4,15.35,15.64,0,0.25,1,0,4,2.0,0,0,1,0.25,1,0,0,0,0,6352.33,1978.0,19.0,3772
dde698c1-4cb1-46bb-a976-d39828967e04,admin_1,admin@rasd.local,admin,Tabuk,ios,12,13.01,55.34,0,0.0,0,0,6,2.4591,1,12,0,0.0,0,0,0,0,0,1216.91,483.33,42.75,619
f2a98e75-f1df-4b1f-9e18-73a2bb35e097,admin_1,admin@rasd.local,admin,Medina,android,12,14.25,50.51,0,0.0,0,0,6,2.3554,1,12,0,0.0,0,0,0,0,0,1411.82,363.12,30.42,787
148e0b30-83ea-4fff-837a-250a3e06bb03,u_1224,justinharrison@example.org,casual,Jeddah,ios,4,19.41,12.37,0,0.25,1,0,4,2.0,0,0,1,0.25,0,0,0,1,0,9526.67,1420.73,29.5,7928
890b0c68-c306-40c0-83b4-40cfe6f2b31b,unknown,steinmary@example.org,casual,Mecca,web,5,21.99,13.64,0,0.2,1,0,4,1.9219,0,0,1,0.2,0,0,0,0,0,6530.75,2112.7,22.4,4248
d427401d-8433-4275-9e4f-b4a651301b68,u_1225,brownalex@example.com,confused,Abha,web,5,54.24,5.53,0,0.2,1,0,5,2.3219,0,0,1,0.2,1,0,0,0,0,16238.5,3260.84,28.8,10831
c13bf5df-85f5-44cd-a593-062b73af6115,unknown,kirkcurtis@example.com,power_user,Mecca,ios,18,3.95,273.72,6,0.5556,10,0,7,2.2165,1,4,0,0.0,0,0,0,0,0,0.0,0.0,17.17,0
83ed45e3-165e-4a2f-aa13-841adaa45f8e,u_1218,savannah52@example.net,transactor,Buraidah,web,7,12.07,34.79,0,0.1429,1,0,6,2.5216,0,0,3,0.4286,0,0,1,0,0,2176.33,1273.42,19.86,1006
36a03f54-5acc-449b-ba15-d59b936b9d71,u_1002,hanan.alharbi@gmail.com,transactor,Riyadh,ios,6,13.87,25.95,0,0.3333,2,0,5,2.2516,0,0,3,0.5,1,0,0,2,0,3381.0,1264.92,24.0,1056
b218ea42-d8a7-4f19-9654-4a624db11f09,u_1202,christophersantos@example.net,transactor,Riyadh,web,11,23.13,28.53,0,0.0,0,0,10,3.2776,0,0,7,0.6364,3,1,0,1,0,2678.5,1031.7,28.09,1327
9958a3d8-c724-49e4-8d96-0f4fc95de6e2,admin_1,admin@rasd.local,admin,Riyadh,android,7,6.51,64.52,0,0.0,0,0,5,2.2359,1,7,0,0.0,0,0,0,0,0,1277.67,326.25,32.57,633
71f77b49-72a6-45c9-bc27-b48186a708ad,unknown,isherman@example.org,power_user,Abha,android,14,3.19,263.68,4,0.5714,8,0,7,2.4067,1,4,0,0.0,0,0,0,0,0,0.0,0.0,18.64,0
d8639121-e3fc-40d0-aeeb-9635c0040c88,u_1183,laurendavis@example.net,transactor,Tabuk,android,10,28.68,20.92,0,0.2,1,1,6,2.3219,0,0,6,0.6,0,0,4,2,0,3387.0,940.36,22.3,1959
191472b7-b0d0-4b97-aa7e-428f98ca5a47,u_1219,kirkcurtis@example.com,casual,Mecca,ios,7,40.85,10.28,0,0.1429,1,0,7,2.8074,0,0,3,0.4286,0,1,1,0,1,8508.33,1666.23,32.29,5508
9df1e2b8-2fd4-45b8-8343-c848bf92d28c,u_1180,patriciakline@example.org,casual,Mecca,android,7,27.72,15.15,0,0.0,0,0,5,2.1281,0,0,1,0.1429,0,0,0,0,0,5369.0,1102.65,22.71,4017
e06d55b0-98a4-4f15-9c0f-c7da05653eab,u_1206,elliottrussell@example.org,casual,Riyadh,web,16,1.62,592.04,0,0.375,6,0,8,2.6085,0,0,0,0.0,0,0,0,0,0,0.0,0.0,32.12,0
124aa1e7-fd49-4972-b876-2abf499188c5,unknown,sarah65@example.com,power_user,Taif,android,16,3.52,272.67,6,0.625,10,0,7,2.2718,1,4,0,0.0,0,0,0,0,0,0.0,0.0,19.56,0
18d68996-de83-4b10-b654-d6a7a07beaf7,u_1214,cindy08@example.com,casual,Abha,android,4,14.37,16.7,0,0.0,0,0,4,2.0,0,0,0,0.0,0,0,0,0,0,7386.67,1820.58,18.5,4962
1870193d-f2d0-45d7-bf22-838ad380d733,u_1196,angela90@example.net,power_user,Tabuk,web,15,18.45,48.79,0,0.2,3,0,11,3.3736,0,0,7,0.4667,2,2,0,1,0,1386.71,384.66,19.0,633
9ad24f60-0d2f-4185-bb6a-3136e412e32d,u_1200,gonzalezpamela@example.org,power_user,Riyadh,web,12,1.18,611.35,0,0.0833,1,0,6,2.3962,0,0,0,0.0,0,0,0,0,0,0.0,0.0,32.33,0
71e3dad6-d155-4042-8bba-4812799e88b2,u_1210,isherman@example.org,casual,Abha,android,7,40.59,10.35,0,0.4286,2,1,6,2.5216,0,0,3,0.4286,0,0,2,0,0,7791.83,3103.63,22.43,4033
78c6b113-84e0-4c71-954b-dae264da86de,u_1182,jesse25@example.org,power_user,Medina,web,14,19.4,43.29,0,0.0714,1,0,10,3.0931,0,0,9,0.6429,1,2,1,1,0,1589.77,539.28,20.43,706
7888cf06-eacf-4166-957f-e154750ccce2,u_1200,gonzalezpamela@example.org,casual,Riyadh,web,6,34.03,10.58,0,0.1667,0,1,6,2.585,0,0,2,0.3333,0,0,1,0,0,9077.4,2566.15,31.5,4804
579cc1b5-b607-4910-869d-73b8e722d799,u_1219,kirkcurtis@example.com,confused,Mecca,ios,4,34.13,7.03,0,0.0,0,0,4,2.0,0,0,0,0.0,0,0,0,0,0,18996.67,4846.56,19.0,12167
bec8f29d-7ed5-4575-9842-d59e0941be74,unknown,kerri06@example.net,casual,Jeddah,ios,15,3.59,250.82,6,0.6667,10,0,7,2.2798,1,4,0,0.0,0,0,0,0,0,0.0,0.0,20.53,0
e3ba94fe-f39d-489e-94b1-11b5c233ecb6,unknown,elliottrussell@example.org,casual,Riyadh,web,19,4.62,246.86,8,0.6316,12,0,7,2.1354,1,4,0,0.0,0,0,0,0,0,0.0,0.0,20.58,0
61ec2b0d-dc2e-4af8-8583-cadb2bd2509f,unknown,paulmoore@example.org,casual,Abha,web,15,2.91,309.62,6,0.6667,10,0,7,2.2798,1,4,0,0.0,0,0,0,0,0,0.0,0.0,19.67,0
39e8c444-d376-4e04-a1c6-dc36c05d9b22,u_1220,thumphrey@example.org,casual,Mecca,ios,7,27.71,15.15,0,0.2857,2,0,6,2.5216,0,0,3,0.4286,1,0,0,1,0,5351.67,2103.71,23.86,3462
6a481fb3-f090-4cf1-8ce2-413910cf592f,unknown,njones@example.net,transactor,Medina,ios,16,4.76,201.71,7,0.6875,11,0,7,2.2028,1,4,0,0.0,0,0,0,0,0,0.0,0.0,23.38,0
988b0b09-c7d1-4eac-9bf1-ff9a2de88fd5,u_1224,justinharrison@example.org,casual,Jeddah,ios,5,21.92,13.69,0,0.2,1,0,5,2.3219,0,0,1,0.2,0,0,0,1,0,8352.25,2066.44,26.8,5850
0459f660-ad02-4f6a-a25a-12c209bc166b,u_1176,epatterson@example.org,transactor,Riyadh,android,10,28.27,21.23,0,0.3,3,0,9,3.1219,0,0,5,0.5,2,1,1,0,0,3465.44,771.3,23.2,2394
9f2ff39e-7882-4c6a-95aa-c6561da50c2a,u_1160,blackpatrick@example.org,confused,Buraidah,web,4,41.68,5.76,0,0.0,0,0,4,2.0,0,0,2,0.5,0,0,1,0,0,17783.0,5031.83,28.0,11764
77e11efd-631f-4e71-b576-ad72d155fbef,u_1218,savannah52@example.net,casual,Buraidah,web,8,49.62,9.67,0,0.125,1,0,7,2.75,0,0,3,0.375,0,0,0,1,0,8098.71,1860.93,19.25,5500
4264fdc7-bbc3-4d2b-82a9-a8d74b87b757,unknown,wgarcia@example.com,casual,Mecca,android,15,3.19,282.28,6,0.6667,10,0,7,2.2798,1,4,0,0.0,0,0,0,0,0,0.0,0.0,19.93,0
09f5a1fd-48fe-4f75-81a7-c9d384266ed4,u_1170,lford@example.com,casual,Dammam,android,8,34.3,13.99,0,0.0,0,0,7,2.75,0,0,4,0.5,1,1,0,0,0,5338.14,2227.1,24.0,3222
1156b337-046c-4469-beed-a9f2fc4ccbf2,u_1001,taif.alsaadi@gmail.com,casual,Mecca,ios,17,1.75,582.77,0,0.1176,1,1,7,2.5366,0,0,0,0.0,0,0,0,0,0,0.0,0.0,29.71,0
4e8a9282-a705-41a4-8c60-0526bb3b356d,unknown,baileychristian@example.org,transactor,Dammam,android,17,3.91,260.72,5,0.5294,9,0,7,2.2628,1,4,0,0.0,0,0,0,0,0,0.0,0.0,15.76,0
ab2a0481-5e56-4dcb-bec6-5efab607240f,u_1180,patriciakline@example.org,casual,Mecca,android,7,40.36,10.41,0,0.1429,1,0,7,2.8074,0,0,2,0.2857,0,0,1,0,0,8068.33,2189.67,21.71,4243
d8da74cc-de98-4708-912b-d4c51d5313ba,u_1227,briannichols@example.org,power_user,Jeddah,web,15,20.53,43.84,0,0.2667,4,0,9,2.9736,0,0,10,0.6667,2,2,4,2,0,1565.43,588.7,32.2,644
3440603d-f6c0-4587-bc39-6680468c0887,u_1225,brownalex@example.com,transactor,Abha,web,10,22.92,26.18,0,0.4,4,0,8,2.8464,0,0,7,0.7,3,1,0,3,0,2690.22,1110.21,34.2,1104
