session_id,user_id,email,persona,geo_location,client_type,total_requests,session_duration_sec,requests_per_minute,failed_login_count,login_attempts,failed_login_ratio,login_success,error_ratio,error_4xx_count,error_5xx_count,http_4xx_ratio,http_5xx_ratio,unique_endpoints,endpoint_entropy,has_admin_access,admin_action_count,admin_ratio,wallet_action_count,wallet_action_ratio,transfer_count,topup_count,withdraw_count,pay_bill_count,financial_error_count,avg_think_time_ms,std_think_time_ms,min_think_time_ms,max_think_time_ms,think_time_cv,avg_response_time_ms,label,session_type
34656276-0b7e-4aa1-8154-209caaa3f585,unknown,gferrell@example.com,casual,Medina,android,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1300.5072,0,normal
862d17c8-3600-47c0-94de-b491ac75ccd8,unknown,zkelly@example.com,transactor,Tabuk,android,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3887.2842,0,normal
716e9742-9401-4c87-a683-c48f3c65dce7,unknown,monicarobinson@example.org,power_user,Tabuk,ios,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8366.9888,0,normal
3502537d-f5e1-4b4c-a2c1-bd52c4babb3d,u_1512,taylor03@example.net,power_user,Riyadh,web,6,48.5012,7.4225,2,3,0.6667,1,0.1667,0,1,0.0,0.1667,4,2.1111,1,1,0.1667,2,0.3333,0,0,0,1,1,1064.1551,745.5421,709.2091,1622.689,0.7006,1901.2487,0,messy_normal
e9ff3d32-d1f7-4173-bdf8-0462dc0f0c96,unknown,uwaters@example.com,confused,Jeddah,android,7,7.884,53.2725,0,1,0.0,0,0.2857,1,1,0.1429,0.1429,6,1.7142,0,0,0.0,2,0.2857,1,1,0,0,0,1745.9856,584.021,458.0659,2351.4293,0.3345,1945.5252,0,messy_normal
729b1bef-3395-4c80-a387-98a3e5fb9177,u_1999,jimenezpatricia@example.net,casual,Taif,web,5,29.3483,10.2221,0,1,0.0,1,0.0,0,0,0.0,0.0,4,1.9809,0,0,0.0,1,0.2,0,0,0,0,0,9923.6944,2212.7595,5918.0594,11639.1845,0.223,824.0193,0,normal
57d56856-9820-4b1a-aa6a-d6aa93c4ae48,unknown,andrea33@example.org,transactor,Khobar,android,2,2.606,46.0476,1,2,0.5,0,1.0,0,2,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,1471.7039,0.0,1314.117,1636.4898,0.0,5913.8607,0,normal
e3b8d2d5-7216-4b1c-b238-1546fa2144b8,u_1605,hudsonmichael@example.net,casual,Medina,android,8,54.8978,8.7435,0,1,0.0,1,0.125,0,1,0.0,0.125,6,2.5593,0,0,0.0,1,0.125,0,0,0,0,0,7507.7416,1435.7105,6160.9816,10428.4501,0.1912,592.1117,0,normal
a84e69a6-2695-4400-bd2c-1c8028093eeb,u_1661,rlewis@example.net,casual,Abha,android,7,47.0127,8.9338,0,1,0.0,1,0.0,0,0,0.0,0.0,6,2.9405,0,0,0.0,2,0.2857,0,0,0,0,0,8593.0918,2393.107,3585.6786,11032.4248,0.2785,1105.2654,0,normal
daac8c72-098f-4a1f-bf40-61ff7f6bd538,unknown,elizabeth94@example.com,attacker,Taif,android,19,47.2447,24.1297,6,7,0.8571,1,0.3684,4,3,0.2105,0.1579,6,0.9637,0,0,0.0,5,0.2632,0,1,0,0,2,1369.0213,143.7163,458.9639,2251.3429,0.105,1777.2585,1,stealth_brute_force
76672b03-073e-4513-bd03-e8f7efae98e7,u_1570,ewilson@example.com,attacker,Riyadh,ios,21,59.0522,21.3371,0,1,0.0,1,0.0952,2,0,0.0952,0.0,5,1.5055,0,0,0.0,1,0.0476,0,0,0,1,2,2994.1532,822.3141,442.6181,7395.7297,0.2746,2354.0435,1,stealth_account_takeover
1daa135d-78b6-4a1d-92b5-29e69de1fc4c,unknown,sfitzpatrick@example.org,power_user,Khobar,ios,14,18.9556,44.3141,1,2,0.5,1,0.2857,1,3,0.0714,0.2143,11,3.5874,0,0,0.0,8,0.5714,3,1,2,0,0,1116.0214,502.3828,597.5735,2131.7003,0.4502,490.2083,0,normal
75df6928-51ab-44c5-b924-cf542d0de865,unknown,deandavis@example.org,transactor,Buraidah,android,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2065.0188,0,normal
d8331b70-0f7e-4db0-9862-10c6350f9996,unknown,charlesmurray@example.org,casual,Tabuk,ios,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5345.3506,0,normal
e580838c-9771-44e5-a161-7667e718a6e4,unknown,millscharles@example.net,casual,Buraidah,ios,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2375.7763,0,normal
1f898cbc-9b9f-40c7-a055-b9f92880c31f,unknown,connietanner@example.com,transactor,Abha,ios,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,12005.1572,0,normal
fe350212-e7a9-4cb0-a85f-5783e8342f3b,unknown,amyjohnson@example.org,attacker,Taif,android,17,4.4288,230.3107,0,1,0.0,0,0.8235,13,1,0.7647,0.0588,17,4.2458,1,7,0.4118,0,0.0,0,0,0,0,0,220.5977,70.0993,81.8519,348.519,0.3178,170.9347,1,scanning
3e805f60-a1e4-4120-b9bf-00a268cad86c,unknown,leeautumn@example.org,power_user,Dammam,ios,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1560.0272,0,normal
951f6a01-3588-411e-838c-5d40e2659146,unknown,jacob19@example.org,casual,Medina,web,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,664.8453,0,normal
133bea5a-1c6f-4044-8e78-7ac6bc0dca08,u_1891,amber27@example.com,casual,Jeddah,ios,8,48.9028,9.8154,0,1,0.0,1,0.375,0,3,0.0,0.375,6,2.8584,0,0,0.0,3,0.375,1,0,0,0,0,7591.4692,3563.9378,2902.9139,10034.5514,0.4695,759.1601,0,normal
48da6c03-512d-4950-9aad-8c3a4ef4a500,unknown,frederickrose@example.org,casual,Khobar,web,5,8.5208,35.208,0,1,0.0,1,0.8,3,1,0.6,0.2,5,1.7379,1,1,0.2,3,0.6,1,1,0,1,2,1266.1364,294.5181,554.8818,4080.0937,0.2326,2864.0241,0,messy_normal
5f4bb698-3683-499f-8bd8-fbced1b85a60,unknown,jclements@example.org,transactor,Abha,android,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2575.0019,0,normal
0fd8d795-cd39-49a0-931d-87b5f8e41a96,u_1615,stephensonjoel@example.net,casual,Mecca,ios,5,26.0744,11.5055,0,1,0.0,1,0.0,0,0,0.0,0.0,4,1.8297,0,0,0.0,1,0.2,0,0,0,0,0,5880.3712,2736.2655,2952.8068,10401.3603,0.4653,173.5321,0,normal
82b1ca24-31ca-4984-8aec-5173af33c226,unknown,pricedouglas@example.org,power_user,Riyadh,web,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2534.889,0,normal
a82d86ab-a0fc-4ffe-8085-d409fd272e51,u_1531,hgreen@example.net,attacker,Abha,ios,20,71.6731,16.7427,2,3,0.6667,1,0.25,4,1,0.2,0.05,3,1.4778,0,0,0.0,2,0.1,0,1,1,0,1,2377.454,1436.9978,974.672,3275.2384,0.6044,2861.8658,1,stealth_financial_fraud
b4866e21-2934-4eca-986e-859ad095efbc,u_1715,karen22@example.com,casual,Riyadh,ios,5,27.8175,10.7846,0,1,0.0,1,0.0,0,0,0.0,0.0,5,2.2818,0,0,0.0,1,0.2,0,0,0,0,0,8399.8118,1745.2664,4236.3023,8399.8118,0.2078,356.2497,0,normal
173923ce-27ae-4e56-9dbe-d2f6c4f29a3d,u_1840,jessicapittman@example.com,confused,Khobar,web,4,37.8268,6.3447,0,1,0.0,1,0.25,0,1,0.0,0.25,3,1.5164,0,0,0.0,0,0.0,0,0,0,0,0,17247.3339,3157.8126,15964.6943,21334.8426,0.1831,1414.2145,0,normal
1f420d65-cca5-4487-96b7-475e7d3b5e92,unknown,vanessamiller@example.org,confused,Jeddah,android,10,15.4811,38.7569,1,2,0.5,1,0.3,1,2,0.1,0.2,3,1.6257,1,1,0.1,2,0.2,1,0,0,1,1,2494.5994,1796.5881,13.5407,4935.0631,0.7202,1970.8215,0,messy_normal
3632dda5-1f41-4600-95b2-3096e4a38243,unknown,hernandeztimothy@example.org,transactor,Dammam,android,10,25.2182,23.7923,0,1,0.0,1,0.2,2,0,0.2,0.0,3,2.087,1,1,0.1,4,0.4,0,1,0,0,2,2790.4066,1915.2568,1606.4671,3518.9551,0.6864,1950.9967,0,messy_normal
a68857df-c4d3-44b7-a1fb-757779e5b9ba,u_1679,noahmaddox@example.com,casual,Abha,web,6,35.328,10.1902,0,1,0.0,1,0.1667,0,1,0.0,0.1667,6,2.3956,0,0,0.0,1,0.1667,0,0,0,0,0,8627.5052,1505.3963,6222.575,9446.0862,0.1745,341.0209,0,normal
6ea0aa6c-4d4f-4597-811f-a970cef48b52,u_1601,dgarcia@example.org,transactor,Abha,ios,10,28.3131,21.1916,0,1,0.0,1,0.3,0,3,0.0,0.3,8,3.0045,0,0,0.0,4,0.4,2,1,0,1,0,3373.7988,1154.8181,1223.4091,4238.7801,0.3423,558.1407,0,normal
863df41c-0cc0-4b22-b8c7-a9180465a028,unknown,emily05@example.net,casual,Khobar,web,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2123.1723,0,normal
12c0be71-c6fe-4528-9fdd-fd698fe68308,u_1826,jamesjohnston@example.com,casual,Riyadh,web,7,31.7441,13.2308,0,1,0.0,1,0.0,0,0,0.0,0.0,4,1.7391,0,0,0.0,0,0.0,0,0,0,0,0,4656.1792,1129.3664,3503.1977,6384.7398,0.2426,1054.2979,0,normal
933b36d7-0fcd-44a3-bcec-b88a1d58ff8b,u_1663,rgreen@example.net,power_user,Khobar,ios,10,43.114,13.9166,0,1,0.0,1,0.3,0,3,0.0,0.3,9,2.6142,0,0,0.0,6,0.6,2,2,0,1,0,1626.1333,553.9298,562.9328,1977.8075,0.3406,3203.1308,0,normal
ad2bbaee-371d-4992-80fa-8a948083cddc,u_1791,crobinson@example.net,power_user,Medina,web,14,42.2113,19.8999,0,1,0.0,1,0.3571,0,5,0.0,0.3571,11,3.1354,0,0,0.0,7,0.5,1,2,1,0,0,1370.9769,733.2423,503.4256,2359.094,0.5348,2125.6744,0,normal
c252bef4-9ab1-422c-a4ba-db03b434c994,unknown,omoody@example.com,transactor,Riyadh,ios,7,42.8497,9.8017,1,2,0.5,1,0.4286,1,2,0.1429,0.2857,5,2.552,0,0,0.0,3,0.4286,1,0,2,0,0,3106.9375,1278.5297,1063.4055,4740.1878,0.4115,4783.7049,0,normal
5674e645-1db4-4e47-a2d8-06bbfc4cf049,unknown,jane47@example.net,casual,Riyadh,android,13,20.5526,37.9514,1,2,0.5,1,0.3077,3,1,0.2308,0.0769,4,1.4237,1,1,0.0769,2,0.1538,0,1,1,0,1,611.9046,291.0676,30.6341,1954.8288,0.4757,2304.5929,0,messy_normal
2e084202-f924-41fc-bb7e-f71dfb8a14e1,unknown,kevingonzalez@example.com,power_user,Tabuk,ios,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,415.8619,0,normal
5996d5e6-2b59-4424-a0f2-6f2624d37f4a,unknown,harrisscott@example.org,transactor,Khobar,web,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2169.9789,0,normal
3185ab90-13a3-4830-b7fc-9ab9bf55ae8c,unknown,matthewjones@example.com,attacker,Jeddah,android,14,3.6477,230.2821,0,1,0.0,0,0.9286,11,2,0.7857,0.1429,14,3.8875,1,5,0.3571,0,0.0,0,0,0,0,0,167.6778,63.5766,93.8366,296.2173,0.3792,177.0791,1,scanning
1c96c6c9-3bbb-421b-aed3-2884ac23243d,u_1512,taylor03@example.net,casual,Riyadh,web,4,20.3498,11.7937,0,1,0.0,1,0.25,0,1,0.0,0.25,4,2.1149,0,0,0.0,1,0.25,0,0,0,0,0,6714.1328,3182.0014,4570.4351,13033.0005,0.4739,798.0371,0,normal
982b58cb-596e-4c85-8016-dd48396765de,u_1562,amandahunt@example.net,confused,Riyadh,ios,5,44.3351,6.7666,0,1,0.0,1,0.4,0,2,0.0,0.4,4,2.0546,0,0,0.0,2,0.4,0,2,0,0,0,17253.6602,6852.389,11861.778,24711.7627,0.3972,660.8846,0,normal
e34cacb6-4ec0-4f27-9d96-fd4710198a2c,unknown,rosalesjoel@example.net,transactor,Buraidah,web,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6180.3661,0,normal
b50a5b16-e535-4a65-aa5f-61d718998b10,u_1707,estradakatrina@example.com,power_user,Riyadh,web,17,26.0166,39.2057,2,3,0.6667,0,0.1176,1,1,0.0588,0.0588,2,1.5544,1,1,0.0588,2,0.1176,0,1,0,0,2,1391.1999,502.578,262.5376,3590.7332,0.3613,1696.569,0,messy_normal
21492f82-3c5a-49f8-8c4f-b41ead0ee777,unknown,xnavarro@example.net,power_user,Khobar,ios,11,85.7088,7.7005,2,3,0.6667,0,0.3636,3,1,0.2727,0.0909,5,1.0683,0,0,0.0,2,0.1818,0,1,0,1,1,2783.6308,1612.8531,1497.6943,6402.1383,0.5794,3035.4521,0,messy_normal
8b91e007-86b7-4f30-a201-25401d273aec,u_1705,scott50@example.com,power_user,Riyadh,web,15,38.2489,23.5301,0,1,0.0,1,0.3333,0,5,0.0,0.3333,9,2.6947,0,0,0.0,10,0.6667,1,1,2,3,0,1926.5764,421.6681,742.3511,2292.4393,0.2189,1517.602,0,normal
d4598cdd-dc39-44ad-adf6-2e5ba52f7bbb,u_1790,ljohnson@example.net,casual,Taif,web,8,50.0882,9.5831,0,1,0.0,1,0.0,0,0,0.0,0.0,7,2.9384,0,0,0.0,1,0.125,0,0,0,0,0,9351.9391,2150.0305,4484.7924,11465.7121,0.2299,320.3435,0,normal
918edbce-7eaf-4bb7-8ca9-9643e4055918,unknown,nealgregory@example.net,attacker,Taif,web,9,33.41,16.1628,8,8,1.0,0,0.4444,1,3,0.1111,0.3333,5,1.1312,1,1,0.1111,4,0.4444,1,0,0,1,2,4030.9047,1230.8641,1337.8823,9344.3622,0.3054,1654.2655,1,stealth_credential_stuffing
14216dc3-8ce0-4c14-a4ad-965bc365d3d8,unknown,kgarcia@example.com,attacker,Riyadh,web,17,23.2806,43.8133,17,17,1.0,0,1.0,5,12,0.2941,0.7059,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,222.876,110.2762,76.6179,411.4972,0.4948,1291.8349,1,brute_force
cb251aed-3ce9-40c1-93ee-37ce66870733,u_1616,ysalinas@example.net,power_user,Buraidah,web,17,47.9342,21.2792,0,1,0.0,1,0.1765,0,3,0.0,0.1765,11,2.7598,0,0,0.0,10,0.5882,2,5,1,1,0,1587.5951,473.7351,782.0789,1846.3084,0.2984,1321.5959,0,normal
e679f505-a1cb-422f-81e9-66b47acdf2c1,unknown,tinalee@example.org,attacker,Mecca,web,12,39.9961,18.0018,5,5,1.0,0,0.0833,0,1,0.0,0.0833,6,0.7873,1,1,0.0833,4,0.3333,2,1,1,0,0,3220.5545,1635.1954,1340.0305,3929.2583,0.5077,3142.5588,1,stealth_brute_force
b0731d0c-31c5-4ddd-869a-80f738da3f6b,unknown,angela24@example.org,power_user,Buraidah,ios,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2213.6611,0,normal
7da8d41e-155f-4eb6-a6d0-e83b3b9d659c,u_1907,alexandermoore@example.net,casual,Tabuk,ios,6,40.8235,8.8185,0,1,0.0,1,0.1667,0,1,0.0,0.1667,5,2.5182,0,0,0.0,0,0.0,0,0,0,0,0,9096.5747,2313.1229,5448.2437,11847.6984,0.2543,990.1715,0,normal
3733f7b1-a7e5-42d9-81d8-4c97e3bff15d,u_1760,jenniferfox@example.com,attacker,Tabuk,web,21,43.1093,29.228,3,4,0.75,1,0.0952,2,0,0.0952,0.0,2,2.3146,0,0,0.0,4,0.1905,2,1,0,1,1,4110.8491,738.7128,2303.8335,6766.41,0.1797,1233.1048,1,stealth_scanning
58ecb84b-0b5c-438b-883f-4ec5e9ba8ae2,unknown,xmatthews@example.org,confused,Medina,android,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2030.2244,0,normal
bee5f2ef-4cc5-4283-890e-7aa6b34bd8c2,u_1846,robertsondavid@example.com,power_user,Taif,web,11,15.3199,43.0812,1,2,0.5,1,0.0909,1,0,0.0909,0.0,6,0.8098,0,0,0.0,2,0.1818,0,0,1,1,0,1963.8309,681.0485,78.8191,5861.2757,0.3468,1813.2829,0,messy_normal
4f23f4e6-4438-415d-bc9f-5c16d3f55b72,unknown,emilygardner@example.com,casual,Abha,android,14,44.5277,18.8647,0,1,0.0,1,0.2143,1,2,0.0714,0.1429,3,0.8088,0,0,0.0,3,0.2143,0,1,1,1,1,945.9904,564.7925,38.1191,2499.2371,0.597,1700.8475,0,messy_normal
e1d9d1d5-579e-4311-9ee0-3df4188baa86,u_2089,robert71@example.net,attacker,Medina,web,13,40.2708,19.3689,0,1,0.0,1,0.6154,0,8,0.0,0.6154,9,3.0036,0,0,0.0,12,0.9231,6,0,3,3,0,250.5256,98.0761,106.9647,437.5593,0.3915,2221.5316,1,account_takeover
8854c026-39d5-47b0-a439-131b3886a37b,u_1730,briggssteven@example.org,casual,Dammam,android,10,28.3483,21.1653,0,1,0.0,0,0.3,3,0,0.3,0.0,3,2.0742,1,1,0.1,3,0.3,1,0,1,1,0,2685.8418,1808.5733,48.0436,4527.9128,0.6734,2991.5719,0,messy_normal
865e9b5a-698c-4362-97ad-5ab4e954aac0,unknown,matthew24@example.net,transactor,Mecca,android,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2926.0803,0,normal
97d90885-414f-4cd6-83d3-975e5a128420,unknown,christopher81@example.com,transactor,Dammam,ios,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2839.3895,0,normal
7636a3bc-9560-487d-9d76-93d39a221c6e,unknown,tabithamueller@example.org,power_user,Mecca,ios,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1150.9115,0,normal
46ab2dfb-d33e-443a-9b5e-2defb99f6849,u_1568,dking@example.net,casual,Abha,ios,7,41.1567,10.2049,0,1,0.0,1,0.0,0,0,0.0,0.0,5,2.283,0,0,0.0,1,0.1429,0,0,0,0,0,6977.6529,2714.8169,3724.1898,12435.8076,0.3891,506.618,0,normal
c2e904af-5c39-43de-8804-d057ea8753e6,unknown,jyoung@example.net,casual,Jeddah,web,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2445.4525,0,normal
27c21b66-6c03-4039-a7a8-0957ca23e1e7,unknown,phubbard@example.com,attacker,Medina,ios,27,164.5742,9.8436,27,27,1.0,0,1.0,4,23,0.1481,0.8519,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,198.0784,111.2036,47.7806,444.4975,0.5614,5879.1595,1,brute_force
e1a2455c-f5f9-49bc-aa08-d6367fcd37d5,u_1813,hollyrobinson@example.org,casual,Taif,web,5,25.4081,11.8073,0,1,0.0,1,0.2,0,1,0.0,0.2,5,2.2336,0,0,0.0,1,0.2,0,0,0,0,0,7684.7305,2439.7182,4048.7179,10545.6346,0.3175,957.0868,0,normal
016ec4c7-611c-4695-aed9-cd764ee3ed2e,u_1901,bradley69@example.com,attacker,Jeddah,web,15,4.5183,199.19,0,1,0.0,1,0.5333,8,0,0.5333,0.0,15,4.375,1,3,0.2,0,0.0,0,0,0,0,0,259.9555,62.9151,108.869,322.5513,0.242,96.1724,1,scanning
e3f83e14-7969-486a-8083-9f4fa32b0158,unknown,gferrell@example.com,casual,Medina,android,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,929.8434,0,normal
e093da24-61fd-451f-8a12-59708b3a4481,unknown,phubbard@example.com,power_user,Medina,ios,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,670.6356,0,normal
2896cefb-083b-4fd6-8864-032f5d42ab5d,u_1809,guerrerolisa@example.com,casual,Dammam,android,4,15.5718,15.4125,0,1,0.0,1,0.0,0,0,0.0,0.0,4,2.3891,0,0,0.0,0,0.0,0,0,0,0,0,7569.0724,2470.8553,5275.7318,10100.8606,0.3264,968.2745,0,normal
293c541a-0015-4112-83d7-4cf284443a29,u_1913,ipark@example.net,power_user,Taif,android,17,45.9782,22.1844,0,1,0.0,1,0.5882,2,8,0.1176,0.4706,9,3.0649,0,0,0.0,10,0.5882,1,2,1,4,2,1697.6818,579.8175,498.1463,2237.2391,0.3415,1566.0998,0,normal
6fa8e7c2-7dce-4682-a25a-81b06d040829,unknown,jasonkeller@example.org,casual,Medina,web,1,1.0,60.0,0,1,0.0,0,1.0,0,1,0.0,1.0,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3100.6043,0,normal
e31d8e43-a8b7-4cb3-9907-a95a263decb2,u_1834,hperry@example.com,power_user,Dammam,ios,10,18.9084,31.7319,0,1,0.0,1,0.2,1,1,0.1,0.1,6,1.453,1,1,0.1,2,0.2,0,0,1,1,0,1748.1128,879.1082,137.9549,2214.2276,0.5029,1250.754,0,messy_normal
cf04f973-6477-4f5b-98c5-2d040179c4a3,unknown,payneangela@example.net,attacker,Mecca,android,18,111.8995,9.6515,18,18,1.0,0,1.0,4,14,0.2222,0.7778,1,-0.0,0,0,0.0,0,0.0,0,0,0,0,0,231.0094,80.5927,103.587,344.3503,0.3489,5929.6111,1,brute_force
077da9ea-e020-4ec1-8d92-8a234468ce96,unknown,carrie65@example.org,attacker,Abha,android,13,149.1374,5.2301,4,5,0.8,0,0.2308,3,0,0.2308,0.0,6,1.5514,1,1,0.0769,3,0.2308,0,0,1,1,1,2781.415,1408.929,1104.9054,3616.1302,0.5066,3192.0767,1,stealth_credential_stuffing
